Budget,Release Year,Revenue,Title,Starring Actors Popularity
68000000,2001,71069884,The Score,2223.335365
68000000,2001,96976270,Enemy at the Gates,838.26372
68000000,2001,203388341,Vanilla Sky,5624.555913
70000000,2002,32287044,Hart's War,5245.91234
70000000,2002,19924033,Ballistic: Ecks vs. Sever,1134.109643
70000000,2002,277448382,xXx,2074.925692
70000000,2002,33561137,I Spy,4094.325049
70000000,2002,65977295,Bad Company,1998.749362
64000000,1999,74608570,Random Hearts,8324.832996
49000000,1990,20423389,The Adventures of Ford Fairlane,0.0
55000000,1994,214015089,Disclosure,1520.930152
55000000,1994,677945399,Forrest Gump,1090.40604
60000000,1997,26673242,Event Horizon,1966.049135
60000000,1997,159330280,The Jackal,1717.47504
60000000,1997,33956608,The Relic,474.9674032
85000000,2009,219103655,It's Complicated,2278.959221
35000000,1979,31755742,1941,437.6197884
35000000,1979,139000000,Star Trek: The Motion Picture,53.23645677
80000000,2007,15071514,The Invasion,1480.527214
90000000,2011,484635760,Rio,2672.379867
90000000,2011,232617430,The Girl with the Dragon Tattoo,2124.802038
65000000,2000,128884132,Space Cowboys,3210.397048
65000000,2000,69700000,The Kid,4670.531146
63000000,1999,463517383,The Matrix,1067.049569
63000000,1999,100853753,Fight Club,2266.913531
75000000,2005,142400065,The Legend of Zorro,2331.698426
75000000,2005,260696994,Robots,3963.424818
75000000,2005,532680671,Madagascar,2938.001159
39000000,1983,75850624,Superman III,1390.167373
40000000,1984,30925690,Dune,44.22700825
100000000,2015,93820758,In the Heart of the Sea,1792.24592
57000000,1996,115267375,DragonHeart,90.92921096
68000000,2002,193000000,The Sum of All Fears,2584.20325
70000000,2003,85632458,Tears of the Sun,5176.988557
70000000,2003,122919055,Big Fish,3008.16684
55000000,1995,346079773,Pocahontas,986.0939917
55000000,1995,127600435,First Knight,3123.242114
60000000,1998,186883563,The Horse Whisperer,1970.507211
60000000,1998,264118201,The Truman Show,2774.695702
60000000,1998,171757863,Antz,753.2061156
76000000,2006,69959751,Children of Men,1077.073386
63600000,2000,19412993,Get Carter,2615.760002
99000000,2015,246233113,The Peanuts Movie,0.0
80341000,2008,127814609,Red Cliff,269.2463012
50000000,1992,159773545,Alien³,642.0646625
34000000,1979,210308099,Moonraker,1416.41342
85000000,2010,112483764,Cats & Dogs 2 : The Revenge of Kitty Galore,702.5205119
35000000,1980,27107960,Flash Gordon,1443.776921
47000000,1990,103738726,Dick Tracy,1111.755372
80000000,2008,233093859,The Day the Earth Stood Still,3759.225929
80000000,2008,163733697,Four Christmases,1619.457372
80000000,2008,212874442,Bedtime Stories,1845.075183
80000000,2008,178066569,Eagle Eye,1306.787757
80000000,2008,230685453,Get Smart,964.4432223
65000000,2001,117487473,A Knight's Tale,436.1330465
75000000,2006,140175006,Monster House,62.91868209
75000000,2006,42285169,Lady in the Water,634.9809745
95000000,2014,114178613,Seventh Son,2124.504206
92000000,2013,304654182,A Good Day to Die Hard,5649.419636
48000000,1991,390493908,Robin Hood: Prince of Thieves,1093.762779
100000000,2016,94061311,Ben-Hur,219.0512736
57000000,1997,152944660,The Devil's Advocate,1377.220521
68000000,2003,75715436,Dreamcatcher,2913.971146
70000000,2004,57958696,Sky Captain and the World of Tomorrow,1460.351506
70000000,2004,171183863,AVP: Alien vs. Predator,165.352109
70000000,2004,130293714,Man on Fire,2385.464546
70000000,2004,154648887,The Phantom of the Opera,311.0518778
72000000,2005,96889998,Jarhead,824.5191246
62000000,2000,127666415,U-571,1458.87903
55000000,1996,121969216,Executive Decision,396.4417057
55000000,1996,18626419,The Fan,950.4157943
55000000,1996,141047179,Evita,409.7768943
25485000,1970,29548291,Tora! Tora! Tora!,123.7122197
60000000,1999,73648228,Deep Blue Sea,0.0
60000000,1999,66976317,The Messenger: The Story of Joan of Arc,2220.304843
60000000,1999,284600000,The Green Mile,4719.576802
60000000,1999,149705852,The General's Daughter,2009.441225
53000000,1995,157387195,Crimson Tide,1418.930632
80000000,2009,214104620,Public Enemies,5434.037669
80000000,2009,122444772,Surrogates,5821.307298
80000000,2009,53825515,Nine,512.3828235
90000000,2013,188133322,The Secret Life of Walter Mitty,6625.769558
90000000,2013,174578751,Percy Jackson: Sea of Monsters,673.5408126
65000000,2002,172855065,The Santa Clause 2,1871.318831
75000000,2007,527068851,The Simpsons Movie,0.0
75000000,2007,119000410,Charlie Wilson's War,8131.930407
95000000,2015,543514353,Cinderella,3539.182737
54000000,1996,128769345,The Nutty Professor,1975.213475
72500000,2006,162966177,Talladega Nights: The Ballad of Ricky Bobby,714.4727469
25000000,1970,3052000,Waterloo,1198.034987
70000000,2005,368100420,Hitch,5269.653613
70000000,2005,130358911,Munich,1072.138426
52000000,1995,355237933,Apollo 13,2377.875526
52000000,1995,116112375,Casino,2560.566784
62000000,2001,18720175,3000 Miles to Graceland,3459.798004
55000000,1997,11466088,Turbulence,458.7381821
60000000,2000,47383689,Almost Famous,1.308687299
78146652,2009,60000000,Duplicity,4096.656727
50000000,1994,16671505,Baby's Day Out,0.0
50000000,1994,119208989,Beverly Hills Cop III,1798.594012
50000000,1994,49000000,On Deadly Ground,177.8244928
85000000,2012,358375603,Hotel Transylvania,2995.257554
85000000,2012,208076205,Safe House,3360.354529
85000000,2012,183018522,Mirror Mirror,4122.837947
35000000,1982,69701637,The Best Little Whorehouse in Texas,89.96096194
80000000,2010,201584141,Yogi Bear,982.5853197
80000000,2010,294804195,Shutter Island,4563.019726
80000000,2010,274470394,The Expendables,2151.015358
80000000,2010,271430189,Grown Ups,2356.71367
80000000,2010,140073390,Legend of the Guardians: The Owls of Ga'Hoole,62.07046364
80000000,2010,157107755,The Book of Eli,3136.369539
80000000,2010,74901339,Edge of Darkness,4337.143199
36000000,1983,160000000,Never Say Never Again,2008.738027
90000000,2014,206172544,The Expendables 3,6501.453742
63000000,2002,296655431,Austin Powers in Goldmember,1573.247368
82000000,2011,89792502,Sucker Punch,187.9720942
75000000,2008,258270008,Wanted,3462.489382
75000000,2008,200276000,Valkyrie,7771.52019
48000000,1993,20915465,Super Mario Bros.,17.25617936
40000000,1987,191185897,The Living Daylights,0.0
66000000,2004,99318987,Hellboy,318.3272139
70000000,2006,38629478,Basic Instinct 2,986.5534604
70000000,2006,154937680,Dreamgirls,5543.422892
31500000,1979,89460381,Apocalypse Now,1784.445588
55000000,1998,198685114,City of Angels,1598.052396
55000000,1998,41610884,Ronin,1347.456142
60000000,2001,93375151,Cats & Dogs,3319.572531
60000000,2001,484409218,Shrek,3134.133338
60000000,2001,313542341,A Beautiful Mind,926.1735261
60000000,2001,56359980,15 Minutes,2223.335365
60000000,2001,105178561,Along Came a Spider,2477.711179
50000000,1995,287928194,Casper,77.72183203
50000000,1995,10382407,The Scarlet Letter,1902.239061
50000000,1995,189859560,Outbreak,1920.630837
50000000,1995,9851610,Jade,0.0
50000000,1995,152022101,Congo,181.8067894
50000000,1995,30303072,Assassins,2519.798762
53000000,1997,139804348,Anastasia,2221.249297
80000000,2011,254455986,The Hangover Part II,872.5494923
80000000,2011,214918407,Just Go with It,2629.580407
80000000,2011,169852759,Zookeeper,2406.963182
90000000,2015,146936910,The Last Witch Hunter,4200.031152
65000000,2004,128905366,Blade: Trinity,702.6652827
65000000,2004,217764291,Collateral,6738.964395
75000000,2009,61458982,Funny People,2333.140931
75000000,2009,443140005,Alvin and the Chipmunks: The Squeakquel,609.6366913
79000000,2011,149673788,Jack and Jill,2629.580407
45000000,1992,178051587,Patriot Games,7161.434027
70000000,2007,135560026,Stardust,1141.115322
70000000,2007,195735876,Beowulf,2145.275901
70000000,2007,442824138,The Bourne Ultimatum,3674.70897
70000000,2007,53587404,Dragon Wars: D-War,253.2723203
70000000,2007,86658558,The Kingdom,1044.75035
55000000,1999,100230832,Any Given Sunday,1812.633643
60000000,2002,165333180,The Scorpion King,455.4417023
60000000,2002,93354918,Two Weeks Notice,1698.852383
60000000,2002,43061982,Reign of Fire,1043.914953
60000000,2002,214034224,The Bourne Identity,2341.091186
60000000,2002,52322400,Dragonfly,3404.83082
60000000,2002,55003135,Analyze That,2371.674478
60000000,2002,67312826,Star Trek: Nemesis,1680.40694
88000000,2015,243637091,Pixels,3639.168627
20000000,1965,15473333,The Greatest Story Ever Told,0.0
50000000,1996,75000000,The Ghost and the Darkness,1520.384512
50000000,1996,273552592,Jerry Maguire,3672.131329
50000000,1996,150270147,Broken Arrow,1014.317692
50000000,1996,113309743,Striptease,1880.666568
50000000,1996,42277365,Escape from L.A.,396.4417057
50000000,1996,60209334,Chain Reaction,2376.200591
85000000,2014,288747895,Divergent,3392.588312
32000000,1981,40382659,Reds,317.1127344
90000000,2016,334901337,Now You See Me 2,4096.359493
65000000,2005,64321501,Zathura: A Space Adventure,100.2105314
37000000,1986,37962774,Howard the Duck,1059.477235
75000000,2010,98159963,Killers,960.69855
59000000,2002,383257136,Ice Age,700.6178496
79000000,2012,355692760,Journey 2: The Mysterious Island,1231.232328
40000000,1989,332000000,Back to the Future Part II,1083.70203
45000000,1993,195268056,The Pelican Brief,1718.007752
57000000,2001,16991902,Rock Star,886.3693462
57000000,2001,62112895,Captain Corelli's Mandolin,2538.68302
57000000,2001,147845033,The Mexican,4022.445027
70000000,2008,111231041,Fool's Gold,1543.897256
70000000,2008,113280098,Body of Lies,4548.639108
70000000,2008,225990978,Yes Man,4512.475253
70000000,2008,72108608,Babylon A.D.,1860.257602
52000000,1998,98126565,The Thin Red Line,316.4181956
19000000,1964,4750000,The Fall of the Roman Empire,510.2215991
55000000,2000,56932305,Shanghai Noon,600.161823
55000000,2000,330444045,Meet the Parents,1648.536761
46000000,1994,341631208,The Flintstones,314.527313
60000000,2003,26288320,Sinbad: Legend of the Seven Seas,3502.274821
60000000,2003,119940815,Intolerable Cruelty,2023.902905
60000000,2003,176070171,The Italian Job,1433.686784
60000000,2003,74208267,The Core,495.1428968
60000000,2003,96269812,Paycheck,2544.611194
60000000,2003,164433867,Daddy Day Care,4056.674213
50000000,1997,314178011,As Good as It Gets,1731.654714
50000000,1997,48169156,G.I. Jane,2228.336025
50000000,1997,109423648,The Game,1527.211336
50000000,1997,50068310,Absolute Power,1917.033886
50000000,1997,10541523,Mad City,2176.262445
67000000,2007,25037897,Grindhouse,1113.78237
67000000,2007,25303038,The Last Legion,847.2561182
80000000,2013,126546518,Walking With Dinosaurs,752.1692927
80000000,2013,246984278,Grown Ups 2,3398.698436
65000000,2006,43545364,We Are Marshall,1433.731563
65000000,2006,422610419,300,516.2451245
75000000,2011,132274484,The Three Musketeers,4307.061765
75000000,2011,152930623,Tower Heist,7000.93859
75000000,2011,342695435,Alvin and the Chipmunks: Chipwrecked,1122.446154
75000000,2011,226904017,Immortals,102.1257317
44000000,1993,368875760,The Fugitive,7344.929054
40000000,1990,244527583,Back to the Future Part III,1634.650885
45000000,1994,117615211,The Client,1295.648873
45000000,1994,170362582,The Specialist,2244.578532
45000000,1994,788241776,The Lion King,263.7132797
70000000,2009,171844840,Couples Retreat,1793.705815
70000000,2009,319131050,Inglourious Basterds,6062.112498
70000000,2009,104945765,Planet 51,1018.522013
70000000,2009,39041505,Agora,932.4444758
64000000,2006,101595121,Little Man,363.3844072
62000000,2005,52304001,Æon Flux,964.190716
32350000,1983,572700000,Return of the Jedi,4933.566168
60000000,2004,219417255,The Terminal,6847.670612
60000000,2004,13395939,Alfie,675.3148957
60000000,2004,74541707,Ladder 49,2400.693104
60000000,2004,61347797,After the Sunset,3531.254639
60000000,2004,256697520,The Village,1498.709998
60000000,2004,170268750,Starsky & Hutch,1493.6708
78000000,2013,248384621,Cloudy with a Chance of Meatballs 2,1193.591861
50000000,1998,44547681,The Negotiator,1549.739288
50000000,1998,202292902,Patch Adams,3763.785314
47000000,1996,12379402,Mary Reilly,1982.299333
47000000,1996,102825796,The Cable Guy,2368.50406
65000000,2007,84785914,Zodiac,1167.102158
63000000,2006,162945894,World Trade Center,3051.897353
75000000,2012,59418613,Rock of Ages,8323.52786
75000000,2012,691210692,The Hunger Games,435.4125279
40000000,1991,205405498,JFK,1093.762779
45000000,1995,20350754,Showgirls,132.2650492
70000000,2010,134748021,Wall Street: Money Never Sleeps,3499.991304
52000000,2000,256271286,Erin Brockovich,3690.701496
55000000,2002,6416302,D-Tox,2507.139034
55000000,2002,154906693,Maid in Manhattan,1285.44057
46000000,1996,100860818,Courage Under Fire,1285.898098
46000000,1996,150000000,Star Trek: First Contact,227.3571661
60000000,2005,71073932,xXx: State of the Union,3620.5376
60000000,2005,55987321,Doom,632.6171082
60000000,2005,129181830,Cheaper by the Dozen 2,771.9186163
76000000,2013,970761885,Despicable Me 2,2343.809903
42000000,1993,270248367,The Firm,2925.617663
50000000,1999,73956241,The Hurricane,1618.05838
50000000,1999,58900031,The Story of Us,3526.877004
53000000,2001,29700000,Angel Eyes,683.7510517
53000000,2001,83282296,Blow,652.5421291
80000000,2015,473226958,Hotel Transylvania 2,3639.168627
69000000,2010,86387857,Dinner for Schmucks,1213.274301
69000000,2010,543513985,Despicable Me,1213.274301
65000000,2008,128107642,Step Brothers,1064.835632
56000000,2003,12923936,Gods and Generals,957.7761081
75000000,2013,117698894,Now You See Me,2510.463187
44000000,1995,13681765,Nixon,1394.205785
51000000,2000,149270999,"Me, Myself & Irene",3210.630405
52500000,2001,179213434,Moulin Rouge!,1538.255659
48000000,1998,77745568,Out of Sight,467.7651559
54000000,2002,155010032,Blade II,493.0637771
17000000,1963,10000000,55 Days at Peking,191.7859152
40000000,1992,75505856,The Last of the Mohicans,5.429120879
40000000,1992,70100000,Boomerang,1738.239269
40000000,1992,243240178,A Few Good Men,2480.8763
40000000,1992,107458785,A League of Their Own,484.3832601
40000000,1992,14358033,Memoirs of an Invisible Man,233.1410886
40000000,1992,215862692,Dracula,654.6342935
45000000,1996,53854588,Tin Cup,3472.942138
45000000,1996,17300889,The Phantom,0.0
57000000,2004,28283637,Thunderbirds,0.0
68000000,2010,698491347,The Twilight Saga: Eclipse,1695.411114
70000000,2011,67112664,The Dilemma,1923.912411
70000000,2011,202466756,Battle: Los Angeles,2091.353404
55000000,2003,34234008,The Hunted,3866.958043
55000000,2003,231449203,American Wedding,873.6637812
55000000,2003,33828318,Stuck on You,2805.075562
60000000,2006,17800000,Flyboys,1151.308108
60000000,2006,77920346,The Sentinel,1819.273892
58000000,2005,102854431,Just Like Heaven,792.1299989
20000000,1969,31678778,Paint Your Wagon,116.3453159
80000000,2016,52099090,The Finest Hours,1690.739955
65000000,2009,93525586,The Lovely Bones,2047.264581
65000000,2009,44091067,Astro Boy,3469.649525
56000000,2004,57223890,Walking Tall,367.2259443
61000000,2007,95696996,Shooter,1682.752814
38000000,1991,34416893,The Doors,802.894655
44000000,1996,165615285,Sleepers,1342.73804
48000000,1999,124305181,The Thomas Crown Affair,2354.300944
54000000,2003,7266209,Gigli,2544.611194
17000000,1964,72070731,My Fair Lady,343.3164068
45000000,1997,136885767,Anaconda,915.8488236
45000000,1997,181000000,Liar Liar,2507.059011
45000000,1997,2154540,Shadow Conspiracy,1140.677519
57000000,2005,52034889,Elizabethtown,3154.029588
28000000,1981,195312802,For Your Eyes Only,1975.332629
70000000,2012,58058367,That's My Boy,2995.257554
70000000,2012,160112671,Underworld: Awakening,1360.281975
52000000,2002,352114312,Catch Me If You Can,6340.246738
62000000,2008,41819064,The Love Guru,4072.923767
60000000,2007,361366633,Alvin and the Chipmunks,150.0829318
60000000,2007,137587063,Bridge to Terabithia,792.6394099
27000000,1980,115229890,The Blues Brothers,524.3779626
50000000,2001,79958599,Exit Wounds,463.2839823
50000000,2001,100020092,Don't Say a Word,1904.595022
35000000,1989,411348924,Batman,432.4770924
69000000,2012,112265139,Abraham Lincoln: Vampire Hunter,111.9870481
65000000,2010,211780824,Due Date,1975.6852
56000000,2005,113006880,The Pacifier,1826.60862
31000000,1985,128499205,Out of Africa,732.8589795
75000000,2015,108145109,The Man from U.N.C.L.E.,734.5734751
48000000,2000,90383208,Bedazzled,176.3902578
48000000,2000,207515725,Traffic,1607.557892
40000000,1994,24332324,Renaissance Man,1245.851235
45000000,1998,131183530,Blade,127.2216077
45000000,1998,11203026,Deep Rising,30.8973599
68000000,2012,68267862,The Watch,5836.42529
66000000,2011,177584879,War Horse,31.56856196
66000000,2011,57777106,Killer Elite,3907.725498
28000000,1982,33139618,Blade Runner,4947.973552
70000000,2013,18662027,Legends of Oz: Dorothy's Return,1850.032314
70000000,2013,161025640,Olympus Has Fallen,2413.606793
49000000,2001,72700000,The One,147.4604954
74000000,2015,1156730962,Minions,3455.770352
74000000,2015,311594032,The SpongeBob Movie: Sponge Out of Water,160.5492072
55000000,2005,223387299,Flightplan,970.7347026
60000000,2008,50650079,Meet Dave,6524.550253
60000000,2008,39031337,The Spirit,3795.230674
60000000,2008,57490374,Inkheart,941.2390791
60000000,2008,50877145,The Tale of Despereaux,6052.98766
60000000,2008,163403799,The Happening,2075.518776
60000000,2008,244082376,Marley & Me,1610.36916
60000000,2008,73174566,Righteous Kill,3701.155796
50000000,2002,56714147,Murder by Numbers,1694.239561
50000000,2002,26199517,Blood Work,1145.393391
50000000,2002,119137784,Unfaithful,1790.119519
50000000,2002,171269535,Mr. Deeds,892.5610255
35000000,1990,57120318,Predator 2,339.0426267
30000000,1985,152427960,A View to a Kill,2812.395458
75000000,2016,875958308,The Secret Life of Pets,345.7425278
48000000,2001,50315140,K-PAX,1596.168715
48000000,2001,85498534,Rat Race,1404.901236
48000000,2001,35743308,Riding in Cars with Boys,2026.053832
45000000,1999,90683916,Galaxy Quest,1115.251305
45000000,1999,10667893,Universal Soldier: The Return,523.7905065
70000000,2014,61279452,The Legend of Hercules,254.6791468
70000000,2014,215529201,Dracula Untold,146.9528274
70000000,2014,154984035,The Monuments Men,5418.817502
15000000,1962,69995385,Lawrence of Arabia,176.571345
55000000,2006,9450897,All the King's Men,3270.999531
55000000,2006,65664721,16 Blocks,5086.848041
55000000,2006,307077295,The Pursuit of Happyness,5664.685931
46000000,2000,107196498,Shaft,1580.980413
24000000,1978,21049053,The Wiz,0.0
60000000,2009,62357900,Year One,2265.057603
60000000,2009,122233971,Invictus,4480.408524
60000000,2009,87784194,State of Play,2401.148336
60000000,2009,124596398,Coraline,1157.988925
60000000,2009,31720158,The Soloist,1313.08743
58000000,2008,41299492,Leatherheads,3125.696297
50000000,2003,177371441,How to Lose a Guy in 10 Days,1086.975584
50000000,2003,88323487,Shanghai Knights,1185.892596
50000000,2003,42792561,Basic,2596.816975
50000000,2003,55495563,Out of Time,2357.806136
50000000,2003,38955598,The Life of David Gale,3165.647524
53000000,2005,95226116,Be Cool,2525.574233
35000000,1991,182300000,Cape Fear,431.3048796
65000000,2012,275293450,Lincoln,711.1020887
65000000,2012,73706,Foodfight!,287.9049064
65000000,2012,179379533,The Dictator,734.5247159
65000000,2012,156974557,This Means War,1899.554431
65000000,2012,240159255,Resident Evil: Retribution,1207.32719
63000000,2011,183953723,Hop,823.1293995
73000000,2016,349779543,The Angry Birds Movie,487.9644868
27500000,1983,187500000,Octopussy,2431.027998
38000000,1994,120000000,Star Trek: Generations,0.0
48000000,2002,196397415,Panic Room,736.9482168
54000000,2006,130431368,"You, Me and Dupree",956.2831937
54000000,2006,132511035,V for Vendetta,3748.773044
40000000,1996,49627779,The Island of Dr. Moreau,1520.384512
40000000,1996,152266007,A Time to Kill,1092.777519
45000000,2000,212000000,Miss Congeniality,1417.896854
45000000,2000,224834564,Chicken Run,3340.606064
45000000,2000,113916474,Coyote Ugly,868.9577933
68000000,2014,211817906,Fury,6884.532984
28000000,1984,333000000,Indiana Jones and the Temple of Doom,6359.179376
70000000,2015,17752940,Blackhat,1792.24592
52000000,2005,77944725,Hostage,5100.524805
55000000,2007,70016220,3:10 to Yuma,1754.897666
55000000,2007,74237563,Elizabeth: The Golden Age,1920.382116
60000000,2010,204594016,Eat Pray Love,4061.430046
60000000,2010,47664559,Scott Pilgrim vs. the World,564.4960108
60000000,2010,300228084,Resident Evil: Afterlife,731.4065294
27000000,1983,16519460,Krull,0.0
27000000,1983,21500000,The Right Stuff,0.0
58000000,2009,85280250,Did You Hear About the Morgans?,1986.474187
50000000,2004,49718611,Raising Helen,1430.813741
50000000,2004,40203020,Bridget Jones: The Edge of Reason,1956.793527
50000000,2004,200804534,Garfield,471.2186678
50000000,2004,170128460,Shall We Dance?,1964.551176
50000000,2004,6808550,The Big Bounce,2955.917212
50000000,2004,34808403,The Life Aquatic with Steve Zissou,1573.902617
35000000,1992,4651977,Radio Flyer,0.0
35000000,1992,321731527,Lethal Weapon 3,1168.557693
32000000,1989,156167015,Licence to Kill,445.4960187
44000000,2000,21400000,Battlefield Earth,2211.64998
48000000,2003,220673217,Scary Movie 3,0.0
40000000,1997,87840042,Spawn,307.6541911
40000000,1997,45916769,The Rainmaker,1202.559372
18000000,1970,24911670,Catch-22,4.359786297
45000000,2001,141220678,Scary Movie 2,6.892181759
45000000,2001,104876233,Training Day,2136.240206
68000000,2015,217022588,Ted 2,4622.992096
66000000,2014,203277636,Need for Speed,146.9528274
52000000,2006,204999686,The Break-Up,1405.918239
22000000,1977,12000000,Sorcerer,1704.716089
22000000,1977,50750000,A Bridge Too Far,834.0679087
55000000,2008,17869048,City of Ember,117.5907466
55000000,2008,113020255,Changeling,2365.338722
55000000,2008,168167691,Seven Pounds,6584.095246
55000000,2008,127906624,The Forbidden Kingdom,1615.351339
46000000,2002,113714830,Insomnia,4014.476504
60000000,2011,137551594,Contagion,5019.043195
60000000,2011,78309131,Priest,842.7654284
27000000,1984,20158808,The NeverEnding Story,0.0
42000000,1999,363889678,Notting Hill,2627.735292
58000000,2010,71664962,RED,5825.140708
50000000,2005,66002004,Herbie Fully Loaded,1073.803667
50000000,2005,161451538,The Ring Two,899.6542346
50000000,2005,44434439,Into the Blue,790.5607752
50000000,2005,22944502,Domino,467.8106275
50000000,2005,94000000,Syriana,3148.5481
50000000,2005,104478416,The Hitchhiker's Guide to the Galaxy,276.4751984
50000000,2005,110803676,The Dukes of Hazzard,740.5848387
50000000,2005,69425966,The Adventures of Sharkboy and Lavagirl,0.0
50000000,2005,42093706,Oliver Twist,831.7075573
34000000,1992,48169908,Malcolm X,92.14500384
43000000,2000,80049764,Finding Forrester,3752.920564
65000000,2014,133821816,Annie,1870.580548
65000000,2014,71154592,"I, Frankenstein",2355.836728
65000000,2014,39407616,Sin City: A Dame to Kill For,1741.29193
65000000,2014,163442937,Unbroken,505.2876843
61000000,2012,441809770,Les Misérables,3251.748051
30000000,1988,38413606,Midnight Run,415.7717226
38000000,1996,17380126,Extreme Measures,1930.972095
38000000,1996,10300000,White Squall,101.3448634
51000000,2006,72779000,Barnyard,936.0495873
68490000,2016,193677158,The Monkey King 2,270.9814936
40000000,1998,38172500,Quest for Camelot,1828.343489
40000000,1998,54682547,Small Soldiers,406.1077371
45000000,2002,306776732,Chicago,1128.041389
45000000,2002,94935764,Changing Lanes,2150.847989
60000000,2012,107139399,ParaNorman,61.41533897
60000000,2012,118338361,The Pirates! In an Adventure with Scientists!,1939.387784
60000000,2012,218340595,Jack Reacher,8323.52786
42000000,2000,32168970,Reindeer Games,1882.000823
50000000,2006,61112916,The Shaggy Dog,1963.928708
51500000,2007,55112356,Eastern Promises,3420.982311
50000000,2006,55181129,The Ant Bully,3986.956613
50000000,2006,69834815,Curious George,2577.741374
50000000,2006,111340801,Underworld: Evolution,1060.093951
50000000,2006,132180323,Perfume: The Story of a Murderer,0.0
50000000,2006,97607453,Silent Hill,982.9548807
50000000,2006,49111202,The Black Dahlia,989.6642766
50000000,2006,88715192,Failure to Launch,1433.731563
34000000,1993,32255440,The Age of Innocence,831.9284169
35000000,1994,99423521,Street Fighter,388.212912
65000000,2015,121545703,Dragon Blade,2152.017739
31000000,1990,53208180,Arachnophobia,0.0
61000000,2013,131940411,2 Guns,3692.726637
30000000,1989,70200000,Star Trek V: The Final Frontier,1138.547767
30000000,1989,45892212,Black Rain,848.1680623
38000000,1997,299288605,My Best Friend's Wedding,1960.652023
25000000,1983,65884703,Scarface,861.8220025
41300000,2000,106371651,The Whole Nine Yards,4670.531146
40000000,1999,672806292,The Sixth Sense,3526.877004
40000000,1999,128798265,The Talented Mr. Ripley,1338.754584
40000000,1999,96618699,8MM,2084.600625
45000000,2003,124914842,"Legally Blonde 2: Red, White & Blonde",717.6351812
57000000,2011,149217355,Ghost Rider: Spirit of Vengeance,3814.398071
64000000,2015,97571250,The Little Prince,2269.138904
52000000,2008,609841637,Mamma Mia!,3349.247715
55000000,2010,152263880,Date Night,2115.748153
55000000,2010,89519773,Burlesque,305.7332533
60000000,2013,90565421,The Mortal Instruments: City of Bones,302.0209568
60000000,2013,105200903,Gangster Squad,1638.808899
60000000,2013,60052138,Beautiful Creatures,1036.577081
42000000,2001,35402320,Original Sin,864.505428
58000000,2012,50365377,Red Tails,788.3020934
50000000,2007,32017803,Sunshine,226.2757495
50000000,2007,90450008,Hairspray,2526.083461
50000000,2007,82169884,Hannibal Rising,222.0668826
53000000,2009,126690726,Law Abiding Citizen,1363.574521
35000000,1995,113374103,Species,789.0095875
35000000,1995,15000000,The Horseman on the Roof,0.0
43000000,2002,68696770,The Sweetest Thing,3395.242885
65000000,2016,143695338,Pete's Dragon,1974.689887
56000000,2011,142044638,New Year's Eve,3907.725498
37000000,1997,6482195,Switchback,1001.691028
61000000,2014,369330363,Gone Girl,2910.102583
30000000,1990,199200000,The Hunt for Red October,3197.50897
25000000,1984,8613462,The Bounty,343.7525678
25000000,1984,5778353,Sheena,0.0
40000000,2000,144056873,The Beach,3436.940403
40000000,2000,55707411,Pay It Forward,1537.833711
40000000,2000,30199105,The Art of War,376.6585636
40000000,2000,161834276,Scream 3,775.0036728
40000000,2000,36037909,Hanging Up,1393.170871
45000000,2004,129394835,Resident Evil: Apocalypse,294.4116324
45000000,2004,21009180,Flight of the Phoenix,677.4300066
28000000,1988,140767956,Die Hard,0.0
55000000,2011,187361754,Mr. Popper's Penguins,4859.253035
60000000,2014,469160692,The Lego Movie,1902.843337
60000000,2014,30800231,Winter's Tale,3035.160294
60000000,2014,50549107,Jack Ryan: Shadow Recruit,3194.255379
60000000,2014,108255770,The Boxtrolls,1636.295705
27000000,1987,38122105,The Running Man,804.3908851
42000000,2002,63781810,High Crimes,2584.20325
58000000,2013,44000000,The Internship,3633.409379
20000000,1977,303788635,Close Encounters of the Third Kind,2036.521803
47000000,2006,38085778,Happily N'Ever After,957.322369
32000000,1993,36733909,Alive,568.4936561
36000000,1997,12532777,Gattaca,598.201243
36000000,1997,74000000,Amistad,2434.850969
36000000,1997,50159144,Breakdown,686.1118495
61000000,2015,311256926,Maze Runner: The Scorch Trials,373.0061464
30000000,1991,74787599,The Prince of Tides,69.76193363
30000000,1991,191502426,The Addams Family,2131.963622
38000000,1999,635096,Ride with the Devil,130.6011308
38000000,1999,28121100,The Deep End of the Ocean,1428.574586
38000000,1999,58401898,The Ninth Gate,291.1904523
25000000,1985,11137801,Return to Oz,0.0
58800000,2014,542307423,American Sniper,1663.821254
40000000,2001,91753202,Behind Enemy Lines,2228.292099
40000000,2001,65754228,Sweet November,1777.692244
40000000,2001,27053815,The Musketeer,153.381523
40000000,2001,141069860,Shallow Hal,1334.885795
45000000,2005,92374674,Four Brothers,1628.16275
45000000,2005,38058335,The Producers,1709.012399
45000000,2005,50871113,Unleashed,3205.093729
45000000,2005,56070433,Kicking & Screaming,1022.904939
52000000,2010,216485654,Valentine's Day,928.7063623
52000000,2010,52826594,From Paris with Love,3126.637734
41000000,2002,215000000,8 Mile,157.292828
60000000,2015,30418560,Mortdecai,8358.143983
60000000,2015,101134059,Joy,4174.07365
20000000,1978,187884007,Jaws 2,1707.295543
50000000,2009,40828540,Gamer,1363.574521
