Budget,Release Year,Revenue,Title,Starring Actors Popularity
15000000,2007,7938872,Funny Games,1092.203118
15000000,2007,30226144,The Great Debaters,2779.256204
15000000,2007,56255142,Into the Wild,292.4531601
15000000,2007,20380,The Good Night,1441.010781
15000000,2007,64238440,28 Weeks Later,890.0010101
15000000,2007,22730842,U2 3D,0.0
8000000,1986,52287414,Stand by Me,83.97729621
14000000,2005,178043761,Brokeback Mountain,824.5191246
14000000,2005,32645546,Because of Winn-Dixie,575.730842
12000000,2000,15250000,Brother,65.18560372
4000000,1963,11744471,The Great Escape,0.0
10000000,1994,29392418,A Low Down Dirty Shame,321.1491094
15000000,2008,317000,The Yellow Handkerchief,359.0735915
15000000,2008,377910544,Slumdog Millionaire,0.0
15000000,2008,96408652,Vicky Cristina Barcelona,602.9338087
15000000,2008,34533783,In Bruges,1974.690676
15000000,2008,5926410,Transsiberian,231.7521922
15000000,2008,42000000,The Hurt Locker,67.16794066
15000000,2008,3533227,The Midnight Meat Train,116.011082
15000000,2008,8762890,The Rocker,254.4401495
12500000,2002,23367586,Antwone Fisher,0.0
3500000,1959,12800000,The Nun's Story,0.0
6500000,1980,31899000,Dressed to Kill,155.6155129
12000000,2001,31155435,How High,0.0
12000000,2001,17292381,Max Keeble's Big Move,0.0
7000000,1983,1246141,Losin' It,0.0
13000000,2004,96060858,The Butterfly Effect,261.8336135
12600000,2003,28650575,Wrong Turn,140.5299539
6000000,1978,181813770,Grease,0.0
15000000,2009,32721635,The Last House on the Left,0.0
15000000,2009,8459458,Chloe,2724.383539
15000000,2009,35097815,Whatever Works,128.2555418
15000000,2009,16633035,Whip It,307.768937
15000000,2009,100734718,My Bloody Valentine,149.464171
15000000,2009,6405245,Post Grad,107.9383482
15000000,2009,39421467,Halloween II,22.40145322
15000000,2009,40105542,All About Steve,2014.700413
15000000,2009,5024782,Solitary Man,1773.167866
8000000,1988,553171,Akira,0.0
14000000,2007,19777647,The Diving Bell and the Butterfly,4.776387222
12806000,2004,38535221,The Sea Inside,0.218965964
11000000,1999,235483004,American Pie,0.0
12000000,2002,56298474,Frida,246.6455069
12000000,2002,52223306,One Hour Photo,4014.476504
12000000,2002,61141030,Crossroads,27.29328783
12000000,2002,75781642,Barbershop,655.5280132
8000000,1989,22168359,A Nightmare on Elm Street 5: The Dream Child,342.8803093
11000000,2000,59827328,Next Friday,562.9312104
12000000,2003,23,In the Cut,1358.265594
12000000,2003,4922166,From Justin to Kelly,0.0
10000000,1997,13835130,The Spanish Prisoner,10.24831217
10000000,1997,225933435,Good Will Hunting,3119.508053
13000000,2006,2636637,Find Me Guilty,1944.070896
13000000,2006,4857367,"Paris, je t'aime",3748.773044
13000000,2006,1151330,Infamous,1474.787899
13000000,2006,11130889,The Astronaut Farmer,1159.833151
6000000,1980,39846344,Caddyshack,0.0
10500000,1999,75902208,Cruel Intentions,246.5457375
12899867,2006,85582407,Volver,670.3744345
9000000,1994,4350774,PCU,0.0
14000000,2009,22852638,A Perfect Getaway,725.3819505
3000000,1957,33300000,The Bridge on the River Kwai,0.0
3800000,1965,14873,Major Dundee,229.3183386
11000000,2001,23430766,Tomcats,0.0
11000000,2001,13110448,Frailty,1982.991501
11000000,2001,23978402,Corky Romano,49.99472854
11000000,2001,16951798,Jason X,84.98831503
12000000,2004,19271312,2046,848.6060605
12000000,2004,31179516,Johnson Family Vacation,378.6225397
12000000,2004,9584131,District B13,0.0
12000000,2004,24829644,Seed of Chucky,329.8184054
3900000,1966,28350000,A Man for All Seasons,31.27181262
10000000,1998,6451628,Gods and Monsters,17.98383968
10000000,1998,45779,"An Alan Smithee Film: Burn, Hollywood, Burn",2755.103947
10000000,1998,25605015,Can't Hardly Wait,222.286077
13000000,2007,75511123,Stomp the Yard,0.0
6000000,1981,50244700,Escape from New York,18.96477744
2540800,1952,7200000,Singin' in the Rain,20.90550975
5000000,1975,41833347,The Return of the Pink Panther,1075.939862
8000000,1991,2275557,Showdown in Little Tokyo,0.0
3000000,1958,17570324,Cat on a Hot Tin Roof,0.0
7500000,1989,145793296,Driving Miss Daisy,609.5066763
11000000,2002,41227069,A Walk to Remember,15.71201984
4638783,1973,11000000,Pat Garrett & Billy the Kid,0.0
10000000,1999,3193102,The Limey,0.0
10000000,1999,10571408,Drop Dead Gorgeous,491.2477616
10000000,1999,12827813,Office Space,80.60476508
10000000,1999,103166989,She's All That,68.74106662
10000000,1999,30652890,Dogma,1364.250836
6400000,1984,78371200,The Terminator,213.7115073
8000000,1992,6739141,Fortress,409.7934555
9000000,1996,41590886,Set It Off,55.68814051
12000000,2006,42931041,Crank,508.2753518
12000000,2006,20138836,The Namesake,33.74607014
12000000,2006,6754898,Running with Scissors,1005.600362
12000000,2006,23006849,Aquamarine,0.0
12000000,2006,38368909,Employee of the Month,188.0383572
12000000,2006,5542025,For Your Consideration,556.5696092
12000000,2006,114194847,Step Up,0.0
4000000,1969,6000000,Topaz,0.0
10000000,2000,83557872,Snatch,2386.454351
10000000,2000,5164404,The House of Mirth,1000.14519
10000000,2000,1631839,Gun Shy,2339.479881
7000000,1988,8373585,The Last Temptation of Christ,332.4840411
7000000,1988,20256975,Action Jackson,302.5915129
7000000,1988,72500000,A Nightmare on Elm Street 4: The Dream Master,179.1658373
13000000,2009,754249,Enter the Void,0.0
13000000,2009,10652035,I Love You Phillip Morris,4688.48896
5500000,1980,4865000,Galaxina,0.0
12500000,2008,20416563,The Boy in the Striped Pyjamas,12.6242129
3200000,1962,8000000,The Man Who Shot Liberty Valance,165.6315323
5952000,1983,2120439,Videodrome,0.0
2300000,1951,11000000,Show Boat,56.80808088
3000000,1960,10400000,Elmer Gantry,290.2778071
3000000,1960,25000000,The Apartment,136.0583241
12000000,2007,11293663,Lars and the Real Girl,246.3558723
12000000,2007,80573774,Hot Fuzz,41.46702829
10000000,2001,173921954,Amélie,0.0
10000000,2001,44460850,Recess: School's Out,0.0
10000000,2001,59217789,Jeepers Creepers,0.0
2883848,1959,25000000,Some Like It Hot,82.1412018
5500000,1981,58972904,Chariots of Fire,0.0
5000000,1978,7230000,Force 10 from Navarone,2478.790051
12500000,2009,27206120,Sorority Row,192.8459541
3500000,1966,12000000,Harper,166.607464
8000000,1994,213928762,Pulp Fiction,417.28691
9000000,1998,17096053,Rushmore,317.3215771
6500000,1987,54215416,La Bamba,0.0
3000000,1961,10000000,Judgment at Nuremberg,303.4850747
12000000,2008,43493123,Harold & Kumar Escape from Guantanamo Bay,173.5070216
12000000,2008,40855419,Quarantine,131.3561094
12000000,2008,3148182,Two Lovers,2139.689115
12000000,2008,56309766,The Eye,840.9447155
10000000,2002,598645,Swept Away,624.6852887
3500000,1967,13007551,In Cold Blood,33.25213722
8000000,1995,529766,Things to Do in Denver When You're Dead,2328.501903
9000000,1999,34573780,The Best Man,49.73944733
11000000,2006,88489643,The Host,514.5790675
11000000,2006,72778712,Jackass Number Two,327.6315274
12000000,2009,10652498,City of Life and Death,0.0
12000000,2009,1644755,Ondine,1175.416153
2900000,1961,5000000,Pocketful of Miracles,0.0
10000000,2003,4069090,The Visual Bible: The Gospel of John,533.0391898
6000000,1986,138530565,Platoon,0.0
5000000,1980,26010864,The Elephant Man,0.0
3716946,1970,5000000,The Ballad of Cable Hogue,21.74352555
3600000,1969,44785053,Midnight Cowboy,0.0
9000000,2000,39723096,Memento,773.3251709
6500000,1989,37295445,Do the Right Thing,0.0
11000000,2007,13196245,I Think I Love My Wife,1101.306005
10000000,2004,183474602,The Grudge,730.3806661
10284523,2005,11588205,Shopgirl,882.8255002
5000000,1981,42365581,Time Bandits,2007.188871
5000000,1981,19905359,Nighthawks,378.8717519
8000000,1997,589304,Prefontaine,0.0
7500000,1995,32392047,Rumble in the Bronx,0.0
11000000,2008,38105395,The Secret Life of Bees,1133.462041
11000000,2008,53191886,Welcome to the Sticks,0.0
10000000,2005,17297244,The Matador,3580.585694
10000000,2005,91196419,White Noise,1073.803667
7000000,1993,116700000,The Piano,117.1243793
10800000,2008,113857533,Saw V,606.2553439
8500000,2000,19125401,The Way of the Gun,368.0556709
8000000,1998,17460020,Half Baked,0.0
6900000,1993,7993039,Dazed and Confused,0.0
9000000,2002,4777465,Igby Goes Down,3390.337214
6500000,1991,57504069,Boyz n the Hood,0.0
11000000,2009,68233629,Saw VI,739.1992999
10000000,2006,7177143,Rescue Dawn,817.9407286
10000000,2006,163876815,Saw III,213.6739239
10200000,2007,35619521,Hostel: Part II,233.4766585
9600000,2005,4386236,The Lost City,284.8686162
5000000,1983,12232628,Lone Wolf McQuade,67.57896281
3200000,1968,33395426,Rosemary's Baby,0.0
8000000,1999,1997807,Limbo,261.4779479
8000000,1999,22593409,Drive Me Crazy,0.0
3000000,1966,13000000,Torn Curtain,1774.858391
10000000,2007,33000000,"Run, Fatboy, Run",1356.646189
10000000,2007,17500000,In the Land of Women,1241.435522
10000000,2007,21786738,My Blueberry Nights,3853.244939
10000000,2007,139352633,Saw IV,431.6201928
10000000,2007,20342161,Reno 911!: Miami,1187.375675
4500000,1980,58853106,The Blue Lagoon,92.16881834
7000000,1995,25405445,Desperado,0.0
2686000,1963,6600000,Donovan's Reef,159.269279
8500000,2002,34411240,Swimfan,155.9838341
3500000,1972,12600000,Frenzy,0.0
8000000,2000,8279017,Shadow of the Vampire,1315.668789
9000000,2004,23936908,Harold & Kumar Go to White Castle,58.02112406
4000000,1977,38251425,Annie Hall,221.262872
7000000,1996,560069,Bottle Rocket,0.0
7000000,1996,14702438,Flirting with Disaster,265.5314711
6000000,1991,869325,Beastmaster 2: Through the Portal of Time,0.0
2000000,1954,271841,Seven Samurai,0.0
9000000,2005,1046166,Undiscovered,2940.580561
3800000,1976,23689877,Network,123.9075996
10000000,2009,295750,World's Greatest Dad,4535.775271
10000000,2009,47536959,Precious,115.1275886
10000000,2009,7022728,The Joneses,1701.56151
10000000,2009,42333295,The Fourth Kind,665.4989922
10000000,2009,9069,Janky Promoters,1103.042042
1800000,1951,8000000,A Streetcar Named Desire,3050.483332
4500000,1982,27092880,Fast Times at Ridgemont High,0.0
5000000,1986,328203506,Crocodile Dundee,0.0
8500000,2004,5001655,Club Dread,27.89432363
8000000,2002,16856124,The Good Girl,159.9811736
8000000,2002,27362712,Brown Sugar,166.2420735
9000000,2006,21510851,Black Christmas,67.94677869
9000000,2006,27105095,Stay Alive,331.1734682
2500000,1963,10000000,Hud,128.6438124
6000000,1993,3283371,Only the Strong,62.32248635
5000000,1987,44793222,A Nightmare on Elm Street 3: Dream Warriors,74.16043784
8000000,2003,60378584,Monster,649.0320467
8000000,2003,1477676,The Triplets of Belleville,0.0
8000000,2003,3432342,The Barbarian Invasions,0.0
8000000,2003,41400000,Whale Rider,0.0
9000000,2007,2955039,Gracie,0.0
9000000,2007,24538513,Sicko,224.1156824
9000000,2007,46,Death at a Funeral,165.8188842
8700000,2006,7659918,A Scanner Darkly,3768.259685
3000000,1970,18999718,Beneath the Planet of the Apes,34.89301579
9500000,2009,17164377,Adventureland,810.232579
2500000,1964,124881062,Goldfinger,672.2906434
4500000,1984,146198896,Police Academy,0.0
7000000,1999,14011454,In Too Deep,49.73944733
7000000,1999,7292175,Outside Providence,602.3015065
6000000,1994,254700832,Four Weddings and a Funeral,176.1609106
7800000,2003,22441323,Swimming Pool,392.6374833
5000000,1988,17768757,Halloween 4: The Return of Michael Myers,177.353511
4700000,1986,8025872,The Texas Chainsaw Massacre 2,0.0
9000000,2008,32973937,Nick and Norah's Infinite Playlist,464.7495523
3000000,1971,4000000,Willy Wonka & the Chocolate Factory,0.0
7500000,2002,4245870,Men with Brooms,230.9974937
4000000,1981,125728258,Porky's,0.0
7000000,2000,34266564,American Psycho,1315.668789
6000000,1995,12000000,Tales from the Hood,100.2604003
6000000,1995,23341568,The Usual Suspects,0.0
6000000,1995,2122561,Mallrats,0.0
5000000,1989,14000000,Friday the 13th Part VIII: Jason Takes Manhattan,44.27185584
5000000,1989,11642254,Halloween 5: The Revenge of Michael Myers,213.9554483
8000000,2005,852872,Down in the Valley,928.2754622
8000000,2005,23563727,Hustle & Flow,374.5066372
8000000,2005,127392239,March of the Penguins,3205.093729
8000000,2005,2019009,The Rocket: The Legend of Rocket Richard,4.984056232
4000000,1982,36690067,Friday the 13th Part III,0.0
7000000,2001,10229331,The Wash,0.0
7000000,2001,4720371,The Other Side of Heaven,0.0
4200000,1984,38376497,Red Dawn,90.21760468
3400000,1977,31063038,High Anxiety,0.0
8500000,2008,8936663,Ong Bak 2,36.40772549
8000000,2006,426224,Fido,2457.839865
8000000,2006,12671300,Bon Cop Bad Cop,0.0
8000000,2006,18948425,Akeelah and the Bee,2553.913627
8000000,2006,100523181,Little Miss Sunshine,1185.938652
8000000,2006,143451,10th & Wolf,183.2125825
6500000,1999,28451622,Go,30.08529025
6500000,1999,4217115,Detroit Rock City,41.02787612
7500000,2004,3347647,The Work and the Glory,0.0
2500000,1967,3200000,Point Blank,29.96000607
1650000,1953,30500000,From Here to Eternity,202.6046078
4000000,1983,92921203,Flashdance,2.427178084
7000000,2002,2062066,Auto Focus,1322.342907
8500000,2009,4440055,Bright Star,171.9903713
8000000,2007,458232,Brooklyn Rules,892.252179
7000000,2003,16829545,House of 1000 Corpses,0.0
6000000,1998,58000000,Sliding Doors,589.5335667
2000000,1961,7600000,The Hustler,94.47216786
3500000,1980,83453539,Airplane!,0.0
3000000,1975,108981275,One Flew Over the Cuckoo's Nest,0.0
4000000,1985,14237000,The Return of the Living Dead,0.0
7000000,2004,29385320,Veer-Zaara,0.0
7400000,2006,17000000,Kabhi Alvida Naa Kehna,41.42719978
6000000,1999,6852450,200 Cigarettes,1364.250836
6000000,1999,25059640,The Wood,64.73751988
6000000,1999,4398989,Simply Irresistible,217.7496264
6000000,1999,30471,The Boondock Saints,1346.034109
6000000,1999,10409377,The Virgin Suicides,603.2417494
2000000,1962,9250000,Lolita,152.5013017
2000000,1962,13129846,To Kill a Mockingbird,301.335956
8000000,2009,10848783,Extract,797.9324534
8000000,2009,29010817,New in Town,2776.514073
8000000,2009,10629321,The Boondock Saints II: All Saints Day,6.032687318
6500000,2002,12633747,Narc,322.1567189
7500000,2007,231411584,Juno,210.7313217
2800000,1974,86273333,Young Frankenstein,14.64536438
7000000,2005,54600000,"Good Night, and Good Luck.",575.730842
7000000,2005,49084830,Capote,600.8014933
6000000,2000,9000000,3 Strikes,0.0
2000000,1963,78898765,From Russia with Love,296.8381349
5000000,1994,3049135,Heavenly Creatures,0.0
3500000,1982,20659423,The Man from Snowy River,79.88163425
7500000,2008,19000000,The Wave,0.0
2500000,1971,12348905,Escape from the Planet of the Apes,108.4678113
6000000,2001,1270522,Donnie Darko,994.3971215
6000000,2001,2025238,Novocaine,1571.11404
5000000,1995,15116634,Halloween: The Curse of Michael Myers,205.7678718
6500000,2004,1548955,A Home at the End of the World,1679.2612
6500000,2004,98410061,Crash,1841.931994
6500000,2004,11850214,Layer Cake,0.0
7500000,2009,26096852,An Education,963.9035594
7500000,2009,60722734,(500) Days of Summer,1196.220294
4000000,1988,3468572,Talk Radio,92.99913672
4000000,1988,13008928,They Live,48.60719129
2800000,1976,60922980,The Omen,229.8904919
5000000,1996,13269963,Lone Star,107.9079366
2600000,1974,119500000,Blazing Saddles,14.64536438
6500000,2005,2025032,The Work and the Glory II: American Zion,4.817809831
6500000,2005,24793509,Thank You for Smoking,690.8817237
7300000,2009,10329747,Harry Brown,1232.671641
7000000,2008,1100000,Roadside Romeo,0.0
7000000,2008,8900000,Stargate: The Ark of Truth,0.0
7000000,2008,6230276,College,0.0
6000000,2003,18750246,A Mighty Wind,0.0
6000000,2003,2944752,Shattered Glass,991.5066067
5000000,1997,3263585,The Sweet Hereafter,0.0
3500000,1985,34000000,Day of the Dead,0.0
6500000,2006,13368437,Friends with Money,424.7107079
6500000,2006,22889018,The Wind That Shakes the Barley,199.4539657
7000000,2009,39462438,Crazy Heart,1340.989622
7000000,2009,31430334,A Serious Man,0.0
7000000,2009,1429299,I Hope They Serve Beer in Hell,316.8561373
6000000,2004,119114517,Fahrenheit 9/11,2375.196281
5000000,1998,1980338,Zero Effect,2049.77981
3600000,1987,5923044,Evil Dead II,74.9842569
1800000,1964,9440272,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,0.0
6000000,2005,27165581,The Protector,0.0
2700000,1978,141000000,Animal House,0.0
3500000,1987,14000000,Creepshow 2,543.1875692
2090000,1970,40000000,Beyond the Valley of the Dolls,0.0
4500000,1996,7011317,Bound,38.21426613
6000000,2006,48027970,The Last King of Scotland,865.6187234
6000000,2006,57231524,Madea's Family Reunion,0.0
2700000,1979,37799643,The Black Stallion,951.3312078
1250000,1953,8500000,Niagara,143.0775757
5000000,2000,110000000,Billy Elliot,0.0
5300000,2002,3897799,The Spanish Apartment,273.5118059
6500000,2009,1521261,The Messenger,193.4422081
6000000,2007,18197398,Daddy Day Camp,875.0681017
5800000,2006,7000000,Crossover,29.59230105
5000000,2001,33616692,Y Tu Mamá También,33.86733997
5000000,2001,5476060,Made,176.2547717
6000000,2008,69497,"Surfer, Dude",1543.897256
6000000,2008,2899975,The Wackness,859.8291609
6000000,2008,44703995,The Wrestler,632.7763061
6000000,2008,7518876,Dolphins and Whales: Tribes of the Ocean,373.7588614
2000000,1971,11833696,Bananas,0.0
5000000,2002,368744044,My Big Fat Greek Wedding,0.0
5000000,2002,64282312,Jackass: The Movie,0.0
5000000,2002,38275483,National Lampoon’s Van Wilder,232.2064184
5000000,2002,82719885,28 Days Later,0.0
3705538,1992,62548947,The Crying Game,0.0
3000000,1985,29999213,A Nightmare on Elm Street Part 2: Freddy's Revenge,0.0
3000000,1985,20966644,A Room with a View,0.0
4000000,1995,4300000,Four Rooms,192.9274642
1800000,1968,6800000,Hang 'em High,89.91294001
6000000,2009,6670712,City Island,448.7202978
2000000,1972,18016290,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,45.17090799
5000000,2003,2466444,Wonderland,2063.806597
5000000,2003,742898,Party Monster,1369.838386
1200000,1955,7000000,The Trouble with Harry,0.0
3000000,1986,19472057,Friday the 13th Part VI: Jason Lives,0.0
4000000,1996,16491080,Trainspotting,14.2030273
4500000,2000,7390108,Requiem for a Dream,745.3078467
2000000,1973,18344729,Sleeper,111.0167735
5000000,2004,8203235,The Machinist,317.783645
4800000,2003,79384880,"Good bye, Lenin!",0.0
3500000,1993,27900000,Menace II Society,0.0
5600000,2009,18469680,[REC]²,39.28278328
3000000,1988,7282851,Phantasm II,0.0
2500000,1982,14400000,Halloween III: Season of the Witch,0.0
1800000,1971,41158757,The French Connection,0.0
5000000,2006,26888376,Clerks II,53.52453259
5000000,2006,140666,Opal Dream,0.0
3600000,1995,49800000,Leaving Las Vegas,84.83755048
2600000,1984,32980880,Friday the 13th: The Final Chapter,0.0
4800000,2005,80578934,Hostel,24.99297087
2700000,1986,3500000,The Wraith,0.0
2000000,1976,7900000,Family Plot,0.0
5000000,2007,782102,Redacted,0.0
3500000,1995,28215918,Friday,114.0917512
3000000,1990,15369573,Spaced Invaders,0.0
2800000,1988,19170001,Friday the 13th Part VII: The New Blood,0.0
4361898,2003,3031801,Mambo Italiano,0.0
5000000,2008,16174377,Sunshine Cleaning,511.6598984
5000000,2008,4040588,Bottle Shock,1768.320498
5000000,2008,1296184,"War, Inc.",1078.068987
3500000,1996,9482579,She's the One,666.1250588
3800000,1999,28200000,East Is East,0.0
1700000,1972,9700000,Conquest of the Planet of the Apes,77.68633533
4000000,2001,44909486,Monster's Ball,953.8037729
5000000,2009,9760104,Moon,2044.065619
5000000,2009,17872796,Soul Kitchen,9.940128345
3500000,1997,257850122,The Full Monty,0.0
1700000,1973,8844595,Battle for the Planet of the Apes,102.5446677
4000000,2002,146402,Mondays in the Sun,0.0
4000000,2002,35564473,Bowling for Columbine,11.35432686
4000000,2002,9304609,Secretary,23.52821623
1455000,1968,2620000,Shalako,2263.965979
4200000,2004,32000000,Night Watch,0.0
3000000,1993,15938065,Jason Goes to Hell: The Final Friday,70.12633526
3000000,1993,1200000,Excessive Force,173.6405996
1000000,1956,9000000,Love Me Tender,0.0
4000000,2003,119723856,Lost in Translation,302.672814
4000000,2004,30039392,Shaun of the Dead,0.0
910000,1954,9600000,On the Waterfront,52.90231427
2000000,1981,24600832,Mad Max 2: The Road Warrior,295.1792139
1600000,1974,4420000,The Conversation,150.6962484
4000000,2005,152925093,Saw II,0.0
4000000,2005,866999,Mirrormask,0.0
4500000,2009,744816,Life During Wartime,104.3382388
2200000,1985,21930418,Friday the 13th: A New Beginning,0.0
3000000,1996,4109095,Kama Sutra - A Tale of Love,0.0
4000000,2006,13401952,The History Boys,0.0
4000000,2006,4630045,Let's Go to Prison,188.0383572
4000000,2006,31584901,Scoop,1223.144674
2962051,1996,3011195,Basquiat,719.9922264
3500159,2002,76578641,Bend It Like Beckham,0.0
1200000,1966,6000000,"The Good, the Bad and the Ugly",66.68254161
3000000,1997,23144499,Air Bud,0.0
3000000,1997,302204,Shooting Fish,0.0
4000000,2007,2426851,You Kill Me,1302.496999
2600000,1993,2850263,Airborne,0.0
3000000,1998,2807390,Happiness,26.11828682
4000000,2008,530048,Winter in Wartime,0.0
2000000,1985,390659,Subway,0.0
3300000,2002,30641770,City of God,0.0
3000000,1999,3076820,Jawbreaker,124.6340253
2900000,1998,5596708,Central Station,0.0
730000,1952,8000000,High Noon,0.000185036
1000000,1963,37600000,Tom Jones,0.0
3500000,2006,113783,Winter Passing,1407.639937
950000,1962,59600000,Dr. No,0.0
3000000,2001,18492362,Super Troopers,0.0
3800000,2009,111731,Saint John of Las Vegas,434.2828774
2500000,1995,5535405,Before Sunrise,615.5926104
1800000,1984,25504513,A Nightmare on Elm Street,0.0
3000000,2002,19184015,Martin Lawrence Live: Runteldat,697.4921266
3000000,2003,14980005,Oldboy,0.0
2400000,1996,5731103,Get on the Bus,363.456037
3500000,2009,44462,Defendor,193.4422081
3000000,2004,6804016,Woman Thou Art Loosed,58.65693947
1300000,1976,28262574,Taxi Driver,10.35349541
806948,1960,32000000,Psycho,0.0
3000000,2005,18637690,Waiting...,382.5577433
3000000,2005,11718595,Dave Chappelle's Block Party,213.0147606
3000000,2005,9879971,Tsotsi,0.0
2000000,1993,54207,Return of the Living Dead 3,0.0
950000,1968,814666,Charly,0.0
1500000,1984,2300000,Repo Man,0.0
2700000,2004,15992615,Before Sunset,795.1479519
3000000,2008,3830137,Choke,550.3041932
2600000,2004,3166000,Riding Giants,0.0
3000000,2009,2357852,Fish Tank,0.0
2500000,2004,26781723,Garden State,2467.435665
1250000,1981,21722776,Friday the 13th Part 2,0.0
1500000,1988,11806119,Bloodsport,0.0
2000000,1998,124494,Six-String Samurai,0.0
2053648,1999,500000,Beyond the Mat,0.0
2600000,2007,553198,Timecrimes,0.0
2000000,1999,7,Dreaming of Joseph Lees,0.0
2000000,1999,11540607,Boys Don't Cry,13.06636656
1000000,1976,117235147,Rocky,27.13185581
2500000,2007,71904,Eye of the Dolphin,0.0
1250000,1984,3412497,C.H.U.D.,0.0
2000000,2000,20908467,Amores perros,0.0
2380000,2006,8176544,This Is England,0.0
2500000,2008,107559,Sleep Dealer,288.1131748
2000000,2002,2506446,Full Frontal,363.3098699
1300000,1988,354704,Prison,0.0
1500000,1993,418961,Killing Zoe,0.0
2200000,2006,11502151,Rang De Basanti,0.0
2000000,2003,1672730,"The Book of Mormon Movie, Volume 1: The Journey",0.0
2000000,2003,4601043,Thirteen,73.67362573
1000000,1980,21378361,The Fog,212.8242132
2000000,2004,120620,It's All Gone Pete Tong,0.0
1000000,1981,17985893,The Howling,0.0
1700000,1999,1943649,"Happy, Texas",195.0166512
1500000,1995,7412216,Kids,0.0
777000,1973,140000000,American Graffiti,0.0
2000000,2005,653621,Inside Deep Throat,595.7054736
2000000,2005,5048693,The Proposition,631.6695688
2000000,2005,5967038,Harsh Times,293.1539491
2000000,2006,5179037,Shortbus,0.0
2000000,2006,622806,Sherrybaby,13.33657543
2000000,2006,70000000,The Lives of Others,0.0
2000000,2007,22179430,Waitress,53.20181901
2000000,2007,1431623,No End in Sight,217.3836983
2000000,2007,5364858,Diary of the Dead,0.0
1530000,1998,7267585,Run Lola Run,0.0
560000,1964,12299668,A Hard Day's Night,0.0
1100000,1987,1400000,From a Whisper to a Scream,35.19499506
1500000,1998,2375097,Buffalo '66,518.5981824
2000000,2008,11125849,Waltz with Bashir,0.0
2000000,2009,33965843,The Secret in Their Eyes,0.0
1200000,1992,14661007,Reservoir Dogs,89.55555725
1000000,1987,14564027,Hellraiser,0.0
600000,1970,34505110,Woodstock,0.0
1500000,2001,416925,The Believer,0.0
1500000,2001,373967,Session 9,16.61149908
1350000,1998,3897569,"Lock, Stock and Two Smoking Barrels",0.0
860000,1985,2451545,My Beautiful Laundrette,0.0
1500000,2005,11098131,The Squid and the Whale,768.6708294
1500000,2005,712294,The Ballad of Jack and Rose,454.3861655
350000,1957,1000000,12 Angry Men,0.0
1500000,2007,173066,My Name Is Bruce,49.52657321
1500000,2007,30448000,[REC],0.0
1500000,2009,32000,Pontypool,0.0
1000000,1996,24475416,Sling Blade,0.0
500000,1973,3000000,Mean Streets,0.0
1000000,1997,2057193,Two Girls and a Guy,0.0
1300000,2006,639000,Journey from the Fall,0.0
1200000,2004,103911669,Saw,1299.143582
1000000,1999,10037390,Godzilla 2000,0.0
1000000,2000,623791,Fiza,0.0
1000000,2000,1744858,The Broken Hearts Club: A Romantic Comedy,0.0
500000,1977,17000000,Kingdom of the Spiders,0.0
800000,1993,1001437,Ruby in Paradise,0.0
1000000,2001,852206,Brigham City,34.24597568
1000000,2001,10013424,Kissing Jessica Stein,0.0
1000000,2002,464000,Blue Car,228.8826833
1000000,2005,13350369,Transamerica,104.4633815
1000000,2005,10047674,Cry_Wolf,0.0
210000,1953,5000000,"The Beast from 20,000 Fathoms",0.0
400000,1975,5028948,Monty Python and the Holy Grail,0.0
1000000,2006,7202,Special,158.2316345
1000000,2006,10018,Alone With Her,0.0
1000000,2006,1678874,Who Killed the Electric Car?,7265.071495
1000000,2006,46243000,An Inconvenient Truth,372.3565615
700000,1994,7830611,Hoop Dreams,0.0
950000,2005,7022209,Hard Candy,222.5649622
1000000,2007,274661,Taxi to the Dark Side,0.0
850000,2003,819939,Latter Days,8.439786491
900000,2005,381420,The Quiet,43.76665055
800000,2002,2816116,Raising Victor Vargas,0.0
400000,1979,100000000,Mad Max,0.0
800000,2003,62852,The Mudge Boy,0.0
700000,1999,10508,Naturally Native,610.0746622
852510,2007,1185783,"4 Months, 3 Weeks and 2 Days",0.0
700000,2001,1667192,L.I.E.,0.0
300000,1975,8000000,Death Race 2000,0.0
600000,1999,4000000,Human Traffic,0.0
350000,1981,29400000,The Evil Dead,0.0
800000,2009,1984662,Dead Snow,0.0
700000,2006,4911725,Half Nelson,244.8687773
200000,1964,14500000,A Fistful of Dollars,0.0
300000,1978,70000000,Halloween,0.0
500000,2002,150277,May,222.0853767
500000,2003,8679814,The Station Agent,0.0
500000,2004,603943,Mean Creek,610.5954745
500000,2008,33456317,Fireproof,0.0
450000,2006,973525,Conversations with Other Women,987.088027
400000,2004,46118097,Napoleon Dynamite,0.0
150000,1971,15200000,Sweet Sweetback's Baadasssss Song,0.0
312000,1999,1281176,Tumbleweeds,0.0
300000,1998,40542,"First Love, Last Rites",3.641209001
114000,1968,30000000,Night of the Living Dead,0.0
300000,2001,2074000,Ayurveda: Art of Being,0.0
220000,1992,2040920,El Mariachi,0.0
300000,2003,7808524,Tupac: Resurrection,44.74714209
250000,1997,501818,Cube,0.0
250000,1997,12021272,Chasing Amy,3.904364513
300000,2005,1750211,Murderball,0.0
100000,1969,27000000,The Stewardesses,0.0
250000,2001,4186931,Lovely & Amazing,112.8994104
200000,1996,4505922,Swingers,0.0
