Budget,Release Year,Revenue,Title,Starring Actors Popularity,profit
6000000,1964,102272727,Mary Poppins,0.0,96272727
19000000,2003,39267515,Dumb and Dumberer: When Harry Met Lloyd,5.00115902,20267515
20000000,2005,10442808,Alone in the Dark,884.5052414,-9557192
20000000,2005,67192859,Boogeyman,0.0,47192859
20000000,2005,12482775,The Weather Man,3071.534976,-7517225
14000000,1993,154864401,Cool Runnings,0.0,140864401
14000000,1993,27515786,Poetic Justice,0.0,13515786
9250000,1979,29174648,The Rose,14.17964771,19924648
17700000,2001,30987695,Joe Dirt,447.299918,13287695
21000000,2007,41170784,Freedom Writers,840.1100092,20170784
21000000,2007,54926886,We Own the Night,2114.581133,33926886
17000000,2000,213525736,"Crouching Tiger, Hidden Dragon",565.3677293,196525736
7200000,1971,116019547,Diamonds Are Forever,2136.920663,108819547
18000000,2002,676698,Salton Sea,2114.968336,-17323302
15000000,1996,24769466,The Craft,22.37099225,9769466
15000000,1996,76382,Silent Trigger,4.416701719,-14923618
19000000,2004,69631118,Without a Paddle,602.7439979,50631118
19000000,2004,70067909,A Cinderella Story,169.4760943,51067909
22000000,2009,35424826,The Informant!,4480.408524,13424826
5800000,1964,6800000,The Train,331.9481677,1000000
5000000,1959,12200000,Solomon and Sheba,82.1412018,7200000
20000000,2006,13391174,One Night with the King,108.8792216,-6608826
20000000,2006,22165608,The Marine,784.9992214,2165608
20000000,2006,17807569,School for Scoundrels,1159.833151,-2192431
20000000,2006,39143839,The Grudge 2,957.322369,19143839
20000000,2006,37597471,The Covenant,0.0,17597471
20000000,2006,33889159,She's the Man,75.9235114,13889159
20000000,2006,21170563,ATL,0.0,1170563
20000000,2006,48548426,Date Movie,329.0824251,28548426
20000000,2006,41237648,Man of the Year,4224.489932,21237648
14000000,1994,18090181,New Nightmare,423.5377535,4090181
21000000,2008,17600000,Swing Vote,3059.493855,-3400000
4000000,1952,36000000,The Greatest Show on Earth,55.64873229,32000000
10000000,1983,20766616,The Dead Zone,296.8311626,10766616
10000000,1983,29450919,Twilight Zone: The Movie,0.0,19450919
10000000,1983,33697647,The Outsiders,0.0,23697647
4500000,1956,10400000,Moby Dick,289.4348894,5900000
16000000,1999,53478166,10 Things I Hate About You,0.0,37478166
16000000,1999,18564088,The Thirteenth Floor,39.38981315,2564088
18000000,2003,101564935,Just Married,482.3465049,83564935
18000000,2003,62646763,Honey,391.3932857,44646763
4100000,1953,36000000,The Robe,0.0,31900000
15000000,1997,64256513,Wag the Dog,2176.262445,49256513
15000000,1997,44862187,Cop Land,2743.788351,29862187
15000000,1997,43101594,Boogie Nights,343.8652834,28101594
19000000,2005,108047131,The Amityville Horror,56.05403805,89047131
19000000,2005,144216468,The Exorcism of Emily Rose,768.6708294,125216468
14500000,1996,147298761,Romeo + Juliet,57.3247938,132798761
18339750,2004,92180910,Downfall,0.0,73841160
20000000,2007,4001121,I'm Not There.,1920.382116,-15998879
20000000,2007,10337477,Code Name: The Cleaner,1173.131555,-9662523
20000000,2007,121463226,Superbad,0.0,101463226
20000000,2007,22222308,Reign Over Me,1857.119025,2222308
20000000,2007,117760134,Disturbia,2404.63413,97760134
20000000,2007,84146832,Premonition,2004.386649,64146832
20000000,2007,16974459,Death Sentence,1649.066823,-3025541
20000000,2007,86865564,Epic Movie,140.3356842,66865564
20000000,2007,73276047,The Kite Runner,0.0,53276047
6500000,1969,81974493,On Her Majesty's Secret Service,0.0,75474493
14000000,1995,19800000,Vampire in Brooklyn,1985.948334,5800000
14000000,1995,2474000,Jefferson in Paris,510.0782413,-11526000
20500000,2008,10089373,Punisher: War Zone,561.5919899,-10410627
10000000,1984,8801940,Body Double,5.448763257,-1198060
16000000,2000,15427192,Drowning Mona,1425.204747,-572808
16000000,2000,119754278,Road Trip,28.20843528,103754278
16000000,2000,68411275,Pokémon: Spell of the Unknown,0.0,52411275
16000000,2000,20627372,Boys and Girls,392.8761703,4627372
18000000,2004,65070412,Barbershop 2:  Back in Business,827.9070175,47070412
18000000,2004,16702864,Catch That Kid,293.7415423,-1297136
11500000,1989,57469467,Pet Sematary,0.0,45969467
15000000,1998,46189568,The Big Lebowski,828.3207757,31189568
15000000,1998,40283321,The Faculty,44.43194408,25283321
15000000,1998,17507368,Disturbing Behavior,0.0,2507368
15000000,1998,46905889,The Object of My Affection,27.2271319,31905889
15000000,1998,10443316,Home Fries,1549.793718,-4556684
19000000,2006,83258226,Pan's Labyrinth,48.5504299,64258226
19000000,2006,68673228,Letters from Iwo Jima,649.4356049,49673228
12500000,1992,10725228,Glengarry Glen Ross,1563.421409,-1774772
20000000,2008,27640028,Lakeview Terrace,3795.230674,7640028
20000000,2008,50907234,Doubt,1471.316135,30907234
20000000,2008,64822796,The Bank Job,596.6033184,44822796
20000000,2008,36620508,My Best Friend's Girl,869.4624796,16620508
20000000,2008,149281606,Beverly Hills Chihuahua,2710.78289,129281606
20000000,2008,65569869,Street Kings,3759.225929,45569869
20000000,2008,41627431,Never Back Down,0.0,21627431
20000000,2008,5530764,The Brothers Bloom,1414.516796,-14469236
20000000,2008,7000000,An American Carol,202.212073,-13000000
20000000,2008,20211394,Appaloosa,3417.623363,211394
20000000,2008,54586584,Milk,2300.256383,34586584
14000000,1996,173046663,Scream,203.1386942,159046663
6244087,1969,638641,The Wild Bunch,149.1046914,-5605446
10000000,1985,57500000,Commando,672.8973991,47500000
10000000,1985,25754284,The Last Dragon,0.0,15754284
17000000,2003,1569918,Veronica Guerin,1605.223995,-15430082
17000000,2003,55534455,The Lizzie McGuire Movie,0.0,38534455
17000000,2003,63102666,Jeepers Creepers 2,91.22608062,46102666
7000000,1973,161777836,Live and Let Die,0.0,154777836
17500000,2004,38000000,Hotel Rwanda,414.1674852,20500000
16000000,2001,29381649,Baby Boy,0.0,13381649
16000000,2001,66468332,Not Another Teen Movie,0.0,50468332
13000000,1994,7820688,Serial Mom,86.90675903,-5179312
5500000,1965,141195658,Thunderball,1244.713956,135695658
15000000,1999,2856712,eXistenZ,463.2610557,-12143288
15000000,1999,356296601,American Beauty,963.1619394,341296601
12500000,1993,12281551,True Romance,808.4503219,-218449
20000000,2009,22942221,Armored,2409.575294,2942221
20000000,2009,136267476,17 Again,424.1955399,116267476
20000000,2009,51416464,Daybreakers,2424.809256,31416464
20000000,2009,17436509,Capitalism: A Love Story,485.2568905,-2563491
20000000,2009,34560577,Crank: High Voltage,760.5338176,14560577
20000000,2009,41596251,Orphan,480.4190887,21596251
20000000,2009,5210988,Bandslam,6.124351522,-14789012
20000000,2009,17280326,12 Rounds,28.84144224,-2719674
6500000,1971,12376563,The Andromeda Strain,0.0,5876563
11000000,1989,49797148,Major League,435.956096,38797148
12000000,1992,37170057,Raising Cain,205.4436875,25170057
17000000,2004,16980098,Win a Date with Tad Hamilton!,81.19453998,-19902
17000000,2004,129042871,Mean Girls,163.3986022,112042871
16500000,2003,16942795,House of Sand and Fog,831.9660506,442795
7000000,1974,97572000,The Man with the Golden Gun,582.0804117,90572000
18000000,2006,1831348,Renaissance,520.4550334,-16168652
18000000,2006,261572744,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,0.0,243572744
6000000,1969,102308889,Butch Cassidy and the Sundance Kid,261.3423124,96308889
15000000,2000,33771174,Where the Heart Is,1573.238395,18771174
15000000,2000,5217498,The In Crowd,0.0,-9782502
15000000,2000,9902115,Whatever It Takes,0.0,-5097885
15000000,2000,35007180,The Skulls,7.679760601,20007180
19000000,2008,18755936,Sex Drive,0.0,-244064
10500000,1988,14144000,Poltergeist III,315.6260912,3644000
8000000,1979,43000000,Escape from Alcatraz,246.69469,35000000
14000000,1998,72527595,Urban Legend,1.043061604,58527595
11000000,1990,48572000,Tremors,186.807031,37572000
4000000,1956,14400000,Trapeze,190.1122379,10400000
7000000,1975,470654000,Jaws,562.5827776,463654000
17500000,2006,19179969,Beerfest,33.75862617,1679969
18000000,2007,26527510,Mongol: The Rise of Genghis Khan,0.0,8527510
18000000,2007,57096190,The Mist,382.5182768,39096190
13000000,1996,9789900,Faithful,62.32953029,-3210100
15000000,2001,20117339,Mulholland Drive,6.853433598,5117339
15000000,2001,23000,All The Queen's Men,224.4309901,-14977000
15000000,2001,274925095,Spirited Away,0.0,259925095
15000000,2001,12000000,Knockaround Guys,34.66352054,-3000000
14000000,1999,18535191,An Ideal Husband,141.1706151,4535191
11000000,1991,2807854,Return to the Blue Lagoon,0.0,-8192146
11000000,1991,34872033,Freddy's Dead: The Final Nightmare,377.2980728,23872033
17000000,2006,374743,Southland Tales,957.322369,-16625257
17000000,2006,9500000,Running Scared,835.7614011,-7500000
17000000,2006,57103895,Smokin' Aces,302.3397694,40103895
17000000,2006,7314027,American Dreamz,1924.990864,-9685973
16000000,2004,109502303,Sideways,343.7507032,93502303
16000000,2004,14822346,Soul Plane,598.2057725,-1177654
16000000,2004,12,The Cookout,20.83249156,-15999988
18000000,2008,25739015,RockNRolla,421.7916831,7739015
18000000,2008,382174,The Informers,1144.255159,-17617826
18500000,2009,31912793,The Invention of Lying,612.1940963,13412793
11500000,1993,3275585,Romeo Is Bleeding,868.1858447,-8224415
11500000,1993,23237911,The Remains of the Day,1083.789681,11737911
15000000,2002,52970014,Big Fat Liar,276.0273074,37970014
15000000,2002,13060843,25th Hour,370.4425741,-1939157
15000000,2002,9237470,Dark Blue,741.2020064,-5762530
16800000,2006,2281089,Fur: An Imaginary Portrait of Diane Arbus,1512.344452,-14518911
12500000,1996,1227324,The Funeral,355.2164559,-11272676
14000000,2000,38574362,Urban Legends: Final Cut,0.0,24574362
14000000,2000,5108820,Gossip,29.47130473,-8891180
11000000,1992,64088552,My Cousin Vinny,1168.557693,53088552
12716953,1997,18814720,Mr. Nice Guy,59.58385121,6097767
10000000,1989,40485039,Bill & Ted's Excellent Adventure,0.0,30485039
18000000,2009,36133014,Love Happens,2132.732446,18133014
13000000,1998,8026971,Woo,357.6112058,-4973029
13000000,1998,27007143,The Big Hit,367.0907469,14007143
13000000,1998,16757163,54,222.286077,3757163
6000000,1972,245066411,The Godfather,72.19639578,239066411
8000000,1982,21028755,Creepshow,61.26648344,13028755
14000000,2001,10424470,Head Over Heels,267.9568309,-3575530
11000000,1993,30000000,What's Eating Gilbert Grape,110.6646183,19000000
12000000,1996,4939939,Girl 6,31.57598271,-7060061
12000000,1996,41205099,Happy Gilmore,0.0,29205099
13500000,2000,7060876,Quills,3370.498925,-6439124
10000000,1990,16153593,Mo' Better Blues,60.1537316,6153593
16500000,2007,37311672,Becoming Jane,922.1583791,20811672
16500000,2007,13620075,Sydney White,120.2453116,-2879925
13000000,1999,27500000,Dick,491.2477616,14500000
13000000,1999,22863596,Being John Malkovich,1812.633643,9863596
15500000,2005,1237615,Slow Burn,466.1575041,-14262385
15000000,2004,14867514,Raise Your Voice,169.4760943,-132486
15000000,2004,29331068,Confessions of a Teenage Drama Queen,227.1397139,14331068
14000000,2002,6413915,Slackers,91.22133936,-7586085
14000000,2002,25482931,All About the Benjamins,655.5280132,11482931
8200000,1984,80035402,Footloose,32.69257954,71835402
12000000,1997,39673162,Jackie Brown,1510.98565,27673162
17000000,2009,20455276,My Life in Ruins,1258.274658,3455276
17000000,2009,29536299,Brooklyn's Finest,1961.937762,12536299
17000000,2009,14899417,Away We Go,142.2261293,-2100583
16000000,2007,18928871,A Mighty Heart,2129.669015,2928871
16000000,2007,2849142,Things We Lost in the Fire,2488.866577,-13150858
13000000,2000,73180723,"Dude, Where’s My Car?",421.3497886,60180723
15000000,2005,15785148,Kiss Kiss Bang Bang,2203.725434,785148
15000000,2005,85306374,Match Point,173.8493514,70306374
15000000,2005,51053787,Hoodwinked!,1457.158144,36053787
15000000,2005,47175038,The Wedding Date,454.2508794,32175038
15000000,2005,46770602,Land of the Dead,1216.127666,31770602
15000000,2005,12036149,The Three Burials of Melquiades Estrada,3735.110299,-2963851
5000000,1968,5321508,Once Upon a Time in the West,4.595450421,321508
8000000,1984,69821334,Splash,0.0,61821334
8000000,1984,27187653,A Passage to India,303.1073424,19187653
8000000,1984,90815558,The Karate Kid,90.21760468,82815558
9000000,1988,44196684,Child's Play,0.0,35196684
12800000,2000,40031879,Dancer in the Dark,549.8122434,27231879
11000000,1995,2832826,The Perez Family,379.9530629,-8167174
11000000,1995,39363635,Dead Man Walking,227.4813181,28363635
12000000,1998,12902790,Living Out Loud,1476.796209,902790
12000000,1998,22921898,Rounders,481.1718734,10921898
13500000,2002,29027914,Far from Heaven,591.6741494,15527914
4000000,1961,8200000,The Misfits,2323.597077,4200000
10000000,1992,32101000,The Lawnmower Man,0.0,22101000
10000000,1992,50752337,The Mighty Ducks,102.0934768,40752337
16000000,2008,50007546,The Women,966.3188668,34007546
13000000,2001,16929123,Crazy/Beautiful,695.499288,3929123
13000000,2001,91038276,Save the Last Dance,87.40127794,78038276
15000000,2006,66966987,When a Stranger Calls,36.52545008,51966987
15000000,2006,10903846,Black Snake Moan,3745.331713,-4096154
15000000,2006,21000000,Flicka,119.5124805,6000000
15000000,2006,123384128,The Queen,773.3173331,108384128
15000000,2006,76286096,United 93,0.0,61286096
15000000,2006,49469904,Notes on a Scandal,1699.38202,34469904
15000000,2006,69623713,The Hills Have Eyes,113.7896251,54623713
10500000,1994,123509,There Goes My Baby,0.0,-10376491
8500000,1987,32222567,The Lost Boys,210.3360505,23722567
12000000,1999,36450736,Baby Geniuses,2355.38372,24450736
12000000,1999,21133087,Stir of Echoes,1380.373684,9133087
12000000,1999,21001563,Tea with Mussolini,17.11937196,9001563
16000000,2009,47801389,Hachi: A Dog's Tale,1961.937762,31801389
16000000,2009,31556061,Jennifer's Body,915.638974,15556061
16000000,2009,76514050,The Unborn,1633.96118,60514050
16000000,2009,11301649,Tidal Wave,0.0,-4698351
13000000,2002,97837138,Phone Booth,493.4031458,84837138
13000000,2002,37664855,Halloween: Resurrection,976.2989055,24664855
14200000,2005,674918,Manderlay,1403.169356,-13525082
5500000,1973,15700000,High Plains Drifter,226.7379657,10200000
5500000,1973,159616327,The Sting,626.0861478,154116327
15000000,2007,55184721,Why Did I Get Married?,215.5483785,40184721
15000000,2007,7938872,Funny Games,1092.203118,-7061128
15000000,2007,30226144,The Great Debaters,2779.256204,15226144
15000000,2007,56255142,Into the Wild,292.4531601,41255142
15000000,2007,20380,The Good Night,1441.010781,-14979620
15000000,2007,64238440,28 Weeks Later,890.0010101,49238440
15000000,2007,22730842,U2 3D,0.0,7730842
8000000,1986,52287414,Stand by Me,83.97729621,44287414
14000000,2005,178043761,Brokeback Mountain,824.5191246,164043761
14000000,2005,32645546,Because of Winn-Dixie,575.730842,18645546
12000000,2000,15250000,Brother,65.18560372,3250000
4000000,1963,11744471,The Great Escape,0.0,7744471
10000000,1994,29392418,A Low Down Dirty Shame,321.1491094,19392418
15000000,2008,317000,The Yellow Handkerchief,359.0735915,-14683000
15000000,2008,377910544,Slumdog Millionaire,0.0,362910544
15000000,2008,96408652,Vicky Cristina Barcelona,602.9338087,81408652
15000000,2008,34533783,In Bruges,1974.690676,19533783
15000000,2008,5926410,Transsiberian,231.7521922,-9073590
15000000,2008,42000000,The Hurt Locker,67.16794066,27000000
15000000,2008,3533227,The Midnight Meat Train,116.011082,-11466773
15000000,2008,8762890,The Rocker,254.4401495,-6237110
12500000,2002,23367586,Antwone Fisher,0.0,10867586
3500000,1959,12800000,The Nun's Story,0.0,9300000
6500000,1980,31899000,Dressed to Kill,155.6155129,25399000
12000000,2001,31155435,How High,0.0,19155435
12000000,2001,17292381,Max Keeble's Big Move,0.0,5292381
7000000,1983,1246141,Losin' It,0.0,-5753859
13000000,2004,96060858,The Butterfly Effect,261.8336135,83060858
12600000,2003,28650575,Wrong Turn,140.5299539,16050575
6000000,1978,181813770,Grease,0.0,175813770
15000000,2009,32721635,The Last House on the Left,0.0,17721635
15000000,2009,8459458,Chloe,2724.383539,-6540542
15000000,2009,35097815,Whatever Works,128.2555418,20097815
15000000,2009,16633035,Whip It,307.768937,1633035
15000000,2009,100734718,My Bloody Valentine,149.464171,85734718
15000000,2009,6405245,Post Grad,107.9383482,-8594755
15000000,2009,39421467,Halloween II,22.40145322,24421467
15000000,2009,40105542,All About Steve,2014.700413,25105542
15000000,2009,5024782,Solitary Man,1773.167866,-9975218
8000000,1988,553171,Akira,0.0,-7446829
14000000,2007,19777647,The Diving Bell and the Butterfly,4.776387222,5777647
12806000,2004,38535221,The Sea Inside,0.218965964,25729221
11000000,1999,235483004,American Pie,0.0,224483004
12000000,2002,56298474,Frida,246.6455069,44298474
12000000,2002,52223306,One Hour Photo,4014.476504,40223306
12000000,2002,61141030,Crossroads,27.29328783,49141030
12000000,2002,75781642,Barbershop,655.5280132,63781642
8000000,1989,22168359,A Nightmare on Elm Street 5: The Dream Child,342.8803093,14168359
11000000,2000,59827328,Next Friday,562.9312104,48827328
12000000,2003,23,In the Cut,1358.265594,-11999977
12000000,2003,4922166,From Justin to Kelly,0.0,-7077834
10000000,1997,13835130,The Spanish Prisoner,10.24831217,3835130
10000000,1997,225933435,Good Will Hunting,3119.508053,215933435
13000000,2006,2636637,Find Me Guilty,1944.070896,-10363363
13000000,2006,4857367,"Paris, je t'aime",3748.773044,-8142633
13000000,2006,1151330,Infamous,1474.787899,-11848670
13000000,2006,11130889,The Astronaut Farmer,1159.833151,-1869111
6000000,1980,39846344,Caddyshack,0.0,33846344
10500000,1999,75902208,Cruel Intentions,246.5457375,65402208
12899867,2006,85582407,Volver,670.3744345,72682540
9000000,1994,4350774,PCU,0.0,-4649226
14000000,2009,22852638,A Perfect Getaway,725.3819505,8852638
3000000,1957,33300000,The Bridge on the River Kwai,0.0,30300000
3800000,1965,14873,Major Dundee,229.3183386,-3785127
11000000,2001,23430766,Tomcats,0.0,12430766
11000000,2001,13110448,Frailty,1982.991501,2110448
11000000,2001,23978402,Corky Romano,49.99472854,12978402
11000000,2001,16951798,Jason X,84.98831503,5951798
12000000,2004,19271312,2046,848.6060605,7271312
12000000,2004,31179516,Johnson Family Vacation,378.6225397,19179516
12000000,2004,9584131,District B13,0.0,-2415869
12000000,2004,24829644,Seed of Chucky,329.8184054,12829644
3900000,1966,28350000,A Man for All Seasons,31.27181262,24450000
10000000,1998,6451628,Gods and Monsters,17.98383968,-3548372
10000000,1998,45779,"An Alan Smithee Film: Burn, Hollywood, Burn",2755.103947,-9954221
10000000,1998,25605015,Can't Hardly Wait,222.286077,15605015
13000000,2007,75511123,Stomp the Yard,0.0,62511123
6000000,1981,50244700,Escape from New York,18.96477744,44244700
2540800,1952,7200000,Singin' in the Rain,20.90550975,4659200
5000000,1975,41833347,The Return of the Pink Panther,1075.939862,36833347
8000000,1991,2275557,Showdown in Little Tokyo,0.0,-5724443
3000000,1958,17570324,Cat on a Hot Tin Roof,0.0,14570324
7500000,1989,145793296,Driving Miss Daisy,609.5066763,138293296
11000000,2002,41227069,A Walk to Remember,15.71201984,30227069
4638783,1973,11000000,Pat Garrett & Billy the Kid,0.0,6361217
10000000,1999,3193102,The Limey,0.0,-6806898
10000000,1999,10571408,Drop Dead Gorgeous,491.2477616,571408
10000000,1999,12827813,Office Space,80.60476508,2827813
10000000,1999,103166989,She's All That,68.74106662,93166989
10000000,1999,30652890,Dogma,1364.250836,20652890
6400000,1984,78371200,The Terminator,213.7115073,71971200
8000000,1992,6739141,Fortress,409.7934555,-1260859
9000000,1996,41590886,Set It Off,55.68814051,32590886
12000000,2006,42931041,Crank,508.2753518,30931041
12000000,2006,20138836,The Namesake,33.74607014,8138836
12000000,2006,6754898,Running with Scissors,1005.600362,-5245102
12000000,2006,23006849,Aquamarine,0.0,11006849
12000000,2006,38368909,Employee of the Month,188.0383572,26368909
12000000,2006,5542025,For Your Consideration,556.5696092,-6457975
12000000,2006,114194847,Step Up,0.0,102194847
4000000,1969,6000000,Topaz,0.0,2000000
10000000,2000,83557872,Snatch,2386.454351,73557872
10000000,2000,5164404,The House of Mirth,1000.14519,-4835596
10000000,2000,1631839,Gun Shy,2339.479881,-8368161
7000000,1988,8373585,The Last Temptation of Christ,332.4840411,1373585
7000000,1988,20256975,Action Jackson,302.5915129,13256975
7000000,1988,72500000,A Nightmare on Elm Street 4: The Dream Master,179.1658373,65500000
13000000,2009,754249,Enter the Void,0.0,-12245751
13000000,2009,10652035,I Love You Phillip Morris,4688.48896,-2347965
5500000,1980,4865000,Galaxina,0.0,-635000
12500000,2008,20416563,The Boy in the Striped Pyjamas,12.6242129,7916563
3200000,1962,8000000,The Man Who Shot Liberty Valance,165.6315323,4800000
5952000,1983,2120439,Videodrome,0.0,-3831561
2300000,1951,11000000,Show Boat,56.80808088,8700000
3000000,1960,10400000,Elmer Gantry,290.2778071,7400000
3000000,1960,25000000,The Apartment,136.0583241,22000000
12000000,2007,11293663,Lars and the Real Girl,246.3558723,-706337
12000000,2007,80573774,Hot Fuzz,41.46702829,68573774
10000000,2001,173921954,Amélie,0.0,163921954
10000000,2001,44460850,Recess: School's Out,0.0,34460850
10000000,2001,59217789,Jeepers Creepers,0.0,49217789
2883848,1959,25000000,Some Like It Hot,82.1412018,22116152
5500000,1981,58972904,Chariots of Fire,0.0,53472904
5000000,1978,7230000,Force 10 from Navarone,2478.790051,2230000
12500000,2009,27206120,Sorority Row,192.8459541,14706120
3500000,1966,12000000,Harper,166.607464,8500000
8000000,1994,213928762,Pulp Fiction,417.28691,205928762
9000000,1998,17096053,Rushmore,317.3215771,8096053
6500000,1987,54215416,La Bamba,0.0,47715416
3000000,1961,10000000,Judgment at Nuremberg,303.4850747,7000000
12000000,2008,43493123,Harold & Kumar Escape from Guantanamo Bay,173.5070216,31493123
12000000,2008,40855419,Quarantine,131.3561094,28855419
12000000,2008,3148182,Two Lovers,2139.689115,-8851818
12000000,2008,56309766,The Eye,840.9447155,44309766
10000000,2002,598645,Swept Away,624.6852887,-9401355
3500000,1967,13007551,In Cold Blood,33.25213722,9507551
8000000,1995,529766,Things to Do in Denver When You're Dead,2328.501903,-7470234
9000000,1999,34573780,The Best Man,49.73944733,25573780
11000000,2006,88489643,The Host,514.5790675,77489643
11000000,2006,72778712,Jackass Number Two,327.6315274,61778712
12000000,2009,10652498,City of Life and Death,0.0,-1347502
12000000,2009,1644755,Ondine,1175.416153,-10355245
2900000,1961,5000000,Pocketful of Miracles,0.0,2100000
10000000,2003,4069090,The Visual Bible: The Gospel of John,533.0391898,-5930910
6000000,1986,138530565,Platoon,0.0,132530565
5000000,1980,26010864,The Elephant Man,0.0,21010864
3716946,1970,5000000,The Ballad of Cable Hogue,21.74352555,1283054
3600000,1969,44785053,Midnight Cowboy,0.0,41185053
9000000,2000,39723096,Memento,773.3251709,30723096
6500000,1989,37295445,Do the Right Thing,0.0,30795445
11000000,2007,13196245,I Think I Love My Wife,1101.306005,2196245
10000000,2004,183474602,The Grudge,730.3806661,173474602
10284523,2005,11588205,Shopgirl,882.8255002,1303682
5000000,1981,42365581,Time Bandits,2007.188871,37365581
5000000,1981,19905359,Nighthawks,378.8717519,14905359
8000000,1997,589304,Prefontaine,0.0,-7410696
7500000,1995,32392047,Rumble in the Bronx,0.0,24892047
11000000,2008,38105395,The Secret Life of Bees,1133.462041,27105395
11000000,2008,53191886,Welcome to the Sticks,0.0,42191886
10000000,2005,17297244,The Matador,3580.585694,7297244
10000000,2005,91196419,White Noise,1073.803667,81196419
7000000,1993,116700000,The Piano,117.1243793,109700000
10800000,2008,113857533,Saw V,606.2553439,103057533
8500000,2000,19125401,The Way of the Gun,368.0556709,10625401
8000000,1998,17460020,Half Baked,0.0,9460020
6900000,1993,7993039,Dazed and Confused,0.0,1093039
9000000,2002,4777465,Igby Goes Down,3390.337214,-4222535
6500000,1991,57504069,Boyz n the Hood,0.0,51004069
11000000,2009,68233629,Saw VI,739.1992999,57233629
10000000,2006,7177143,Rescue Dawn,817.9407286,-2822857
10000000,2006,163876815,Saw III,213.6739239,153876815
10200000,2007,35619521,Hostel: Part II,233.4766585,25419521
9600000,2005,4386236,The Lost City,284.8686162,-5213764
5000000,1983,12232628,Lone Wolf McQuade,67.57896281,7232628
3200000,1968,33395426,Rosemary's Baby,0.0,30195426
8000000,1999,1997807,Limbo,261.4779479,-6002193
8000000,1999,22593409,Drive Me Crazy,0.0,14593409
3000000,1966,13000000,Torn Curtain,1774.858391,10000000
10000000,2007,33000000,"Run, Fatboy, Run",1356.646189,23000000
10000000,2007,17500000,In the Land of Women,1241.435522,7500000
10000000,2007,21786738,My Blueberry Nights,3853.244939,11786738
10000000,2007,139352633,Saw IV,431.6201928,129352633
10000000,2007,20342161,Reno 911!: Miami,1187.375675,10342161
4500000,1980,58853106,The Blue Lagoon,92.16881834,54353106
7000000,1995,25405445,Desperado,0.0,18405445
2686000,1963,6600000,Donovan's Reef,159.269279,3914000
8500000,2002,34411240,Swimfan,155.9838341,25911240
3500000,1972,12600000,Frenzy,0.0,9100000
8000000,2000,8279017,Shadow of the Vampire,1315.668789,279017
9000000,2004,23936908,Harold & Kumar Go to White Castle,58.02112406,14936908
4000000,1977,38251425,Annie Hall,221.262872,34251425
7000000,1996,560069,Bottle Rocket,0.0,-6439931
7000000,1996,14702438,Flirting with Disaster,265.5314711,7702438
6000000,1991,869325,Beastmaster 2: Through the Portal of Time,0.0,-5130675
2000000,1954,271841,Seven Samurai,0.0,-1728159
9000000,2005,1046166,Undiscovered,2940.580561,-7953834
3800000,1976,23689877,Network,123.9075996,19889877
10000000,2009,295750,World's Greatest Dad,4535.775271,-9704250
10000000,2009,47536959,Precious,115.1275886,37536959
10000000,2009,7022728,The Joneses,1701.56151,-2977272
10000000,2009,42333295,The Fourth Kind,665.4989922,32333295
10000000,2009,9069,Janky Promoters,1103.042042,-9990931
1800000,1951,8000000,A Streetcar Named Desire,3050.483332,6200000
4500000,1982,27092880,Fast Times at Ridgemont High,0.0,22592880
5000000,1986,328203506,Crocodile Dundee,0.0,323203506
8500000,2004,5001655,Club Dread,27.89432363,-3498345
8000000,2002,16856124,The Good Girl,159.9811736,8856124
8000000,2002,27362712,Brown Sugar,166.2420735,19362712
9000000,2006,21510851,Black Christmas,67.94677869,12510851
9000000,2006,27105095,Stay Alive,331.1734682,18105095
2500000,1963,10000000,Hud,128.6438124,7500000
6000000,1993,3283371,Only the Strong,62.32248635,-2716629
5000000,1987,44793222,A Nightmare on Elm Street 3: Dream Warriors,74.16043784,39793222
8000000,2003,60378584,Monster,649.0320467,52378584
8000000,2003,1477676,The Triplets of Belleville,0.0,-6522324
8000000,2003,3432342,The Barbarian Invasions,0.0,-4567658
8000000,2003,41400000,Whale Rider,0.0,33400000
9000000,2007,2955039,Gracie,0.0,-6044961
9000000,2007,24538513,Sicko,224.1156824,15538513
9000000,2007,46,Death at a Funeral,165.8188842,-8999954
8700000,2006,7659918,A Scanner Darkly,3768.259685,-1040082
3000000,1970,18999718,Beneath the Planet of the Apes,34.89301579,15999718
9500000,2009,17164377,Adventureland,810.232579,7664377
2500000,1964,124881062,Goldfinger,672.2906434,122381062
4500000,1984,146198896,Police Academy,0.0,141698896
7000000,1999,14011454,In Too Deep,49.73944733,7011454
7000000,1999,7292175,Outside Providence,602.3015065,292175
6000000,1994,254700832,Four Weddings and a Funeral,176.1609106,248700832
7800000,2003,22441323,Swimming Pool,392.6374833,14641323
5000000,1988,17768757,Halloween 4: The Return of Michael Myers,177.353511,12768757
4700000,1986,8025872,The Texas Chainsaw Massacre 2,0.0,3325872
9000000,2008,32973937,Nick and Norah's Infinite Playlist,464.7495523,23973937
3000000,1971,4000000,Willy Wonka & the Chocolate Factory,0.0,1000000
7500000,2002,4245870,Men with Brooms,230.9974937,-3254130
4000000,1981,125728258,Porky's,0.0,121728258
7000000,2000,34266564,American Psycho,1315.668789,27266564
6000000,1995,12000000,Tales from the Hood,100.2604003,6000000
