Budget,Revenue,Title,Average Vote,release_date,Release Year,Starring Actors Popularity
10000000,10571408,Drop Dead Gorgeous,6.4,1999/7/23,1999,491.2477616
10000000,12827813,Office Space,7.4,1999/2/19,1999,80.60476508
10000000,103166989,She's All That,5.7,1999/1/29,1999,68.74106662
10000000,30652890,Dogma,6.8,1999/11/12,1999,1364.250836
1644736,7433101,You Can't Take It With You,7.2,1938/8/23,1938,0
6400000,78371200,The Terminator,7.3,1984/10/26,1984,213.7115073
15000000,151831537,Bad Grandpa,6,2013/10/22,2013,501.8880718
15000000,146497771,Mama,6,2013/1/17,2013,217.1213433
15000000,35485608,The Place Beyond the Pines,6.8,2013/3/20,2013,1379.791953
8000000,6739141,Fortress,5.7,1992/9/30,1992,409.7934555
9000000,41590886,Set It Off,6.9,1996/11/6,1996,55.68814051
14000000,46495,Margaret,6.1,2011/9/30,2011,5019.043195
12000000,42931041,Crank,6.6,2006/8/31,2006,508.2753518
12000000,20138836,The Namesake,6.8,2006/9/2,2006,33.74607014
12000000,6754898,Running with Scissors,5.8,2006/10/27,2006,1005.600362
12000000,23006849,Aquamarine,5.8,2006/3/3,2006,0
12000000,38368909,Employee of the Month,5.3,2006/10/6,2006,188.0383572
12000000,5542025,For Your Consideration,5.9,2006/11/22,2006,556.5696092
12000000,114194847,Step Up,6.7,2006/8/11,2006,0
4000000,6000000,Topaz,6.1,1969/12/18,1969,0
10000000,83557872,Snatch,7.7,2000/9/1,2000,2386.454351
10000000,5164404,The House of Mirth,6.4,2000/9/23,2000,1000.14519
10000000,1631839,Gun Shy,5.4,2000/2/4,2000,2339.479881
7000000,8373585,The Last Temptation of Christ,7,1988/8/12,1988,332.4840411
7000000,20256975,Action Jackson,4.9,1988/2/12,1988,302.5915129
7000000,72500000,A Nightmare on Elm Street 4: The Dream Master,5.8,1988/8/19,1988,179.1658373
13400000,16700000,The Last Godfather,4.7,2010/12/29,2010,483.8927375
16000000,77000000,Miracles from Heaven,6.7,2016/3/17,2016,761.4681738
13000000,754249,Enter the Void,7.2,2009/5/5,2009,0
13000000,10652035,I Love You Phillip Morris,6.4,2009/1/18,2009,4688.48896
5500000,4865000,Galaxina,3.3,1980/6/6,1980,0
15000000,123726688,The Theory of Everything,7.8,2014/11/26,2014,156.6759518
15000000,52501541,Wild,7,2014/12/5,2014,1986.66945
15000000,30127963,When the Game Stands Tall,6.3,2014/8/22,2014,1252.566882
15000000,32556119,The November Man,6,2014/8/27,2014,3639.900545
15000000,31554855,A Most Wanted Man,6.5,2014/7/25,2014,1622.423131
12500000,20416563,The Boy in the Striped Pyjamas,7.7,2008/5/7,2008,12.6242129
3200000,8000000,The Man Who Shot Liberty Valance,7.4,1962/4/22,1962,165.6315323
5952000,2120439,Videodrome,7.1,1983/2/4,1983,0
14000000,24637469,Sparkle,5.8,2012/8/17,2012,516.3341047
14000000,11417362,Fun Size,5.5,2012/10/25,2012,0
14000000,13551174,Red Lights,6,2012/3/2,2012,4218.620979
14000000,85446075,The Possession,5.8,2012/8/30,2012,27.84040872
2300000,11000000,Show Boat,6.9,1951/7/13,1951,56.80808088
3000000,10400000,Elmer Gantry,7.3,1960/6/19,1960,290.2778071
3000000,25000000,The Apartment,8.1,1960/6/15,1960,136.0583241
12000000,11293663,Lars and the Real Girl,7.1,2007/10/12,2007,246.3558723
12000000,80573774,Hot Fuzz,7.4,2007/2/14,2007,41.46702829
10000000,173921954,Amélie,7.8,2001/4/25,2001,0
10000000,44460850,Recess: School's Out,6.6,2001/1/27,2001,0
10000000,59217789,Jeepers Creepers,6.1,2001/7/1,2001,0
2883848,25000000,Some Like It Hot,8,1959/3/18,1959,82.1412018
13000000,327803731,Black Swan,7.3,2010/12/2,2010,3677.510322
5500000,58972904,Chariots of Fire,6.8,1981/5/15,1981,0
15000000,632542,The Assassin,6.6,2015/8/27,2015,143.4214039
15000000,36869414,Ex Machina,7.6,2015/1/21,2015,175.02654
15000000,61548707,Krampus,5.9,2015/11/26,2015,1107.136106
1488423,184925486,Snow White and the Seven Dwarfs,6.9,1937/12/20,1937,0
2000000,7800000,Gentleman's Agreement,6.8,1947/11/11,1947,293.1306039
5000000,7230000,Force 10 from Navarone,6.4,1978/11/1,1978,2478.790051
12500000,27206120,Sorority Row,5.4,2009/9/9,2009,192.8459541
3500000,12000000,Harper,6.2,1966/2/23,1966,166.607464
8000000,213928762,Pulp Fiction,8.3,1994/10/8,1994,417.28691
9000000,17096053,Rushmore,7.5,1998/9/17,1998,317.3215771
6500000,54215416,La Bamba,6.8,1987/7/24,1987,0
3000000,10000000,Judgment at Nuremberg,7.6,1961/12/1,1961,303.4850747
14800000,122513057,Magic Mike XXL,6.3,2015/7/1,2015,1776.173156
12000000,43493123,Harold & Kumar Escape from Guantanamo Bay,6.2,2008/4/25,2008,173.5070216
12000000,40855419,Quarantine,5.5,2008/10/10,2008,131.3561094
12000000,3148182,Two Lovers,6.6,2008/11/19,2008,2139.689115
12000000,56309766,The Eye,5.5,2008/2/1,2008,840.9447155
10000000,598645,Swept Away,4.8,2002/10/11,2002,624.6852887
13000000,114956699,The Iron Lady,6.2,2011/12/30,2011,2650.489859
13000000,98441954,Justin Bieber: Never Say Never,4.8,2011/2/11,2011,569.3448702
15000000,77000000,Shin Godzilla,6.5,2016/7/29,2016,0
15000000,108286421,10 Cloverfield Lane,6.8,2016/3/10,2016,2836.471963
15000000,20566327,Keanu,6,2016/4/21,2016,0
12500000,1083683,Casino Jack,6,2010/9/16,2010,2006.998969
12500000,3878993,The Perfect Game,6.3,2010/4/1,2010,72.13348636
3500000,13007551,In Cold Blood,7.4,1967/12/14,1967,33.25213722
8000000,529766,Things to Do in Denver When You're Dead,6.7,1995/12/1,1995,2328.501903
9000000,34573780,The Best Man,6.8,1999/10/22,1999,49.73944733
14000000,233555708,The Imitation Game,8,2014/11/14,2014,3194.255379
11000000,88489643,The Host,6.7,2006/7/27,2006,514.5790675
11000000,72778712,Jackass Number Two,6.4,2006/9/22,2006,327.6315274
12000000,10652498,City of Life and Death,7.6,2009/4/22,2009,0
12000000,1644755,Ondine,6.5,2009/9/14,2009,1175.416153
13500000,19255873,The Best Offer,7.7,2013/1/1,2013,1957.390992
2900000,5000000,Pocketful of Miracles,7.3,1961/12/18,1961,0
10000000,4069090,The Visual Bible: The Gospel of John,8.2,2003/9/11,2003,533.0391898
13000000,33400000,The Perks of Being a Wallflower,7.7,2012/9/20,2012,6695.712062
1500000,9600000,Mr. Smith Goes to Washington,7.9,1939/10/19,1939,75.25526015
6000000,138530565,Platoon,7.5,1986/12/18,1986,0
5000000,26010864,The Elephant Man,7.9,1980/10/2,1980,0
12500000,75993061,The Ides of March,6.5,2011/9/24,2011,3580.467841
3716946,5000000,The Ballad of Cable Hogue,6.9,1970/5/13,1970,21.74352555
3600000,44785053,Midnight Cowboy,7.4,1969/5/25,1969,0
9000000,39723096,Memento,8.1,2000/10/11,2000,773.3251709
6500000,37295445,Do the Right Thing,7.6,1989/6/30,1989,0
14000000,12314651,Hot Tub Time Machine 2,5,2015/2/20,2015,287.0804212
11000000,13196245,I Think I Love My Wife,5,2007/3/16,2007,1101.306005
12000000,42345360,My Name Is Khan,7.7,2010/2/12,2010,59.62435087
12000000,11212294,Space Battleship Yamato,6.3,2010/12/1,2010,303.3185901
12000000,6814789,Centurion,5.9,2010/2/15,2010,860.4117214
10000000,183474602,The Grudge,5.8,2004/10/22,2004,730.3806661
10284523,11588205,Shopgirl,5.7,2005/10/21,2005,882.8255002
13000000,318000141,The Conjuring,7.4,2013/7/18,2013,679.7864404
13000000,68572378,The Call,6.6,2013/3/14,2013,2310.685409
13000000,48065672,21 & Over,5.7,2013/3/1,2013,131.0483032
13000000,18000000,Admission,5.4,2013/3/21,2013,834.9688374
13300000,5380251,Under the Skin,6,2014/3/14,2014,867.845575
12516654,8109160,Ernest & Celestine,7.6,2012/12/12,2012,48.90852231
5000000,42365581,Time Bandits,6.6,1981/7/13,1981,2007.188871
5000000,19905359,Nighthawks,6.4,1981/3/17,1981,378.8717519
8000000,589304,Prefontaine,6.7,1997/1/24,1997,0
13200000,53830415,No Good Deed,5.6,2014/9/10,2014,552.2791878
7500000,32392047,Rumble in the Bronx,6.5,1995/1/30,1995,0
11000000,38105395,The Secret Life of Bees,7.4,2008/9/17,2008,1133.462041
11000000,53191886,Welcome to the Sticks,6.8,2008/1/9,2008,0
12000000,22939027,Young Adult,5.6,2011/12/16,2011,1769.485796
13500000,187674,Stonewall,5.2,2015/9/18,2015,345.4786573
10000000,17297244,The Matador,6.2,2005/5/12,2005,3580.585694
10000000,91196419,White Noise,5.6,2005/1/7,2005,1073.803667
7000000,116700000,The Piano,7.1,1993/5/19,1993,117.1243793
13000000,45300000,Earth to Echo,5.7,2014/6/14,2014,0
13000000,54837234,St. Vincent,7.1,2014/10/9,2014,1344.812945
10800000,113857533,Saw V,5.9,2008/10/23,2008,606.2553439
8500000,19125401,The Way of the Gun,6.4,2000/9/8,2000,368.0556709
8000000,17460020,Half Baked,6.4,1998/1/16,1998,0
6900000,7993039,Dazed and Confused,7.4,1993/9/24,1993,0
9000000,4777465,Igby Goes Down,6.5,2002/9/13,2002,3390.337214
6500000,57504069,Boyz n the Hood,7.4,1991/7/12,1991,0
12400000,8371085,The Great Beauty,7.3,2013/5/21,2013,0
11000000,68233629,Saw VI,6,2009/10/22,2009,739.1992999
12000000,100000000,Project X,6.5,2012/3/1,2012,0
12000000,96070507,Think Like a Man,6.9,2012/4/16,2012,226.57061
12000000,9622846,For Greater Glory - The True Story of Cristiada,6.4,2012/6/1,2012,420.0334466
12000000,66351,Deadfall,5.6,2012/11/8,2012,1272.932304
12000000,81272766,Act of Valor,6.3,2012/2/24,2012,10.70183523
12000000,32726956,Katy Perry: Part of Me,6.5,2012/6/28,2012,963.2689741
12000000,35485056,Arbitrage,6.1,2012/9/14,2012,1892.388408
10000000,7177143,Rescue Dawn,6.9,2006/9/9,2006,817.9407286
10000000,163876815,Saw III,6.1,2006/10/27,2006,213.6739239
13000000,1784763,The Vatican Tapes,4.6,2015/7/24,2015,465.7898882
10200000,35619521,Hostel: Part II,5.6,2007/6/8,2007,233.4766585
9600000,4386236,The Lost City,6,2005/9/3,2005,284.8686162
5000000,12232628,Lone Wolf McQuade,5.5,1983/4/14,1983,67.57896281
12500000,49002684,About Last Night,6,2014/2/14,2014,295.8126847
3200000,33395426,Rosemary's Baby,7.5,1968/6/12,1968,0
8000000,1997807,Limbo,7,1999/6/4,1999,261.4779479
8000000,22593409,Drive Me Crazy,5.8,1999/10/1,1999,0
3000000,13000000,Torn Curtain,6.4,1966/7/13,1966,1774.858391
12000000,17654912,Nebraska,7.4,2013/9/21,2013,79.963653
12000000,100129872,Philomena,7.4,2013/11/1,2013,1531.965126
12000000,12077441,Stoker,6.5,2013/2/28,2013,2039.204458
12000000,15008161,Machete Kills,5.3,2013/9/12,2013,4065.105162
10000000,33000000,"Run, Fatboy, Run",6.2,2007/9/6,2007,1356.646189
10000000,17500000,In the Land of Women,5.8,2007/4/16,2007,1241.435522
10000000,21786738,My Blueberry Nights,6,2007/5/16,2007,3853.244939
10000000,139352633,Saw IV,5.9,2007/10/25,2007,431.6201928
10000000,20342161,Reno 911!: Miami,5.6,2007/2/23,2007,1187.375675
4500000,58853106,The Blue Lagoon,5.8,1980/7/5,1980,92.16881834
7000000,25405445,Desperado,6.8,1995/8/25,1995,0
2686000,6600000,Donovan's Reef,6,1963/6/12,1963,159.269279
8500000,34411240,Swimfan,5,2002/9/6,2002,155.9838341
3500000,12600000,Frenzy,7.1,1972/5/25,1972,0
8000000,8279017,Shadow of the Vampire,6.6,2000/5/15,2000,1315.668789
9000000,23936908,Harold & Kumar Go to White Castle,6.6,2004/5/30,2004,58.02112406
1200000,2736000,The Charge of the Light Brigade,6.8,1936/10/20,1936,0
12000000,101332962,Heaven is for Real,6,2014/4/16,2014,832.472692
12000000,307166834,The Fault in Our Stars,7.6,2014/5/16,2014,206.5000007
4000000,38251425,Annie Hall,7.8,1977/4/19,1977,221.262872
7000000,560069,Bottle Rocket,6.8,1996/2/21,1996,0
7000000,14702438,Flirting with Disaster,6.3,1996/3/22,1996,265.5314711
6000000,869325,Beastmaster 2: Through the Portal of Time,4.6,1991/6/8,1991,0
2000000,271841,Seven Samurai,8.2,1954/4/26,1954,0
9000000,1046166,Undiscovered,4.5,2005/8/26,2005,2940.580561
3800000,23689877,Network,7.7,1976/11/1,1976,123.9075996
11000000,59520298,Quartet,6.3,2012/9/8,2012,294.7967177
12000000,32248241,Project Almanac,6.4,2015/1/30,2015,0
12000000,85512300,Paper Towns,6.1,2015/6/18,2015,328.9365032
10000000,295750,World's Greatest Dad,6.5,2009/8/20,2009,4535.775271
10000000,47536959,Precious,6.9,2009/11/6,2009,115.1275886
10000000,7022728,The Joneses,6.1,2009/9/13,2009,1701.56151
10000000,42333295,The Fourth Kind,5.8,2009/11/6,2009,665.4989922
10000000,9069,Janky Promoters,7,2009/10/16,2009,1103.042042
1800000,8000000,A Streetcar Named Desire,7.6,1951/9/18,1951,3050.483332
4500000,27092880,Fast Times at Ridgemont High,7,1982/8/13,1982,0
1500000,7000000,Spellbound,7.3,1945/12/28,1945,90.27243921
1288000,6000000,Rebecca,7.7,1940/4/12,1940,0
5000000,328203506,Crocodile Dundee,6.3,1986/9/26,1986,0
8500000,5001655,Club Dread,5.1,2004/2/27,2004,27.89432363
8000000,16856124,The Good Girl,6.1,2002/1/12,2002,159.9811736
8000000,27362712,Brown Sugar,7,2002/10/5,2002,166.2420735
9000000,21510851,Black Christmas,4.8,2006/12/25,2006,67.94677869
9000000,27105095,Stay Alive,5.3,2006/3/24,2006,331.1734682
11000000,32935319,Inside Llewyn Davis,7.2,2013/10/6,2013,1174.860295
2500000,10000000,Hud,7.5,1963/5/29,1963,128.6438124
10000000,66821036,Skyline,4.7,2010/11/11,2010,0
10000000,6110000,MacGruber,5.1,2010/5/21,2010,1951.104934
10000000,2995811,The Runaways,6.3,2010/3/19,2010,1695.411114
10000000,17511906,Sarah's Key,7.2,2010/9/16,2010,348.1256638
10000000,33583175,Devil,5.8,2010/1/13,2010,274.5282263
6000000,3283371,Only the Strong,6.9,1993/8/27,1993,62.32248635
5000000,44793222,A Nightmare on Elm Street 3: Dream Warriors,6.5,1987/2/27,1987,74.16043784
8000000,60378584,Monster,7,2003/11/16,2003,649.0320467
8000000,1477676,The Triplets of Belleville,7.3,2003/6/11,2003,0
8000000,3432342,The Barbarian Invasions,6.7,2003/5/21,2003,0
8000000,41400000,Whale Rider,7.1,2003/1/30,2003,0
9000000,2955039,Gracie,6,2007/6/1,2007,0
9000000,24538513,Sicko,7.3,2007/5/18,2007,224.1156824
9000000,46,Death at a Funeral,6.9,2007/2/9,2007,165.8188842
8700000,7659918,A Scanner Darkly,6.8,2006/5/25,2006,3768.259685
3000000,18999718,Beneath the Planet of the Apes,6.2,1970/5/1,1970,34.89301579
9500000,17164377,Adventureland,6.4,2009/4/3,2009,810.232579
11000000,78874843,If I Stay,7.3,2014/8/21,2014,363.2189468
2500000,124881062,Goldfinger,7.2,1964/9/17,1964,672.2906434
1600000,5400000,She Wore a Yellow Ribbon,7.1,1949/10/22,1949,67.89155617
10000000,4417580,"Jeff, Who Lives at Home",6.1,2011/9/13,2011,903.7116716
10000000,3665069,Killer Joe,6.5,2011/9/10,2011,1571.035124
10000000,17273593,Our Idiot Brother,5.9,2011/8/26,2011,1219.311622
10000000,136836156,The Best Exotic Marigold Hotel,6.9,2011/11/28,2011,480.1578693
10000000,1759252,A Better Life,7,2011/6/24,2011,0
10000000,303877,In the Land of Blood and Honey,5.8,2011/12/23,2011,0
4500000,146198896,Police Academy,6.5,1984/3/22,1984,0
7000000,14011454,In Too Deep,6.2,1999/8/25,1999,49.73944733
7000000,7292175,Outside Providence,5.6,1999/8/16,1999,602.3015065
11500000,94073028,Dirty Grandpa,5.7,2016/1/21,2016,4369.024417
6000000,254700832,Four Weddings and a Funeral,6.6,1994/3/9,1994,176.1609106
1250000,6000000,How Green Was My Valley,6.8,1941/10/28,1941,0
7800000,22441323,Swimming Pool,6.4,2003/5/18,2003,392.6374833
5000000,17768757,Halloween 4: The Return of Michael Myers,5.9,1988/10/21,1988,177.353511
4700000,8025872,The Texas Chainsaw Massacre 2,5.9,1986/8/22,1986,0
9000000,32973937,Nick and Norah's Infinite Playlist,6.4,2008/10/3,2008,464.7495523
3000000,4000000,Willy Wonka & the Chocolate Factory,7.4,1971/6/29,1971,0
7500000,4245870,Men with Brooms,4.5,2002/9/20,2002,230.9974937
9500000,120000,Trust,6.6,2010/9/10,2010,959.7641963
11000000,62076141,Brooklyn,7.2,2015/10/20,2015,258.9837586
11000000,61619773,Woman in Gold,7.3,2015/4/10,2015,2183.783707
4000000,125728258,Porky's,6.1,1981/11/13,1981,0
10000000,9636289,Seeking a Friend for the End of the World,6.3,2012/6/22,2012,3261.93424
7000000,34266564,American Psycho,7.3,2000/4/13,2000,1315.668789
6000000,12000000,Tales from the Hood,5.4,1995/5/24,1995,100.2604003
6000000,23341568,The Usual Suspects,8.1,1995/7/19,1995,0
6000000,2122561,Mallrats,6.8,1995/10/20,1995,0
5000000,14000000,Friday the 13th Part VIII: Jason Takes Manhattan,4.8,1989/7/28,1989,44.27185584
5000000,11642254,Halloween 5: The Revenge of Michael Myers,5.2,1989/10/12,1989,213.9554483
8000000,852872,Down in the Valley,5.9,2005/5/13,2005,928.2754622
8000000,23563727,Hustle & Flow,6.9,2005/7/22,2005,374.5066372
8000000,127392239,March of the Penguins,6.9,2005/1/26,2005,3205.093729
8000000,2019009,The Rocket: The Legend of Rocket Richard,6.1,2005/10/25,2005,4.984056232
4000000,36690067,Friday the 13th Part III,5.7,1982/8/13,1982,0
10000000,21587700,Mud,7,2013/5/1,2013,1794.859483
7000000,10229331,The Wash,5.3,2001/11/16,2001,0
7000000,4720371,The Other Side of Heaven,6.7,2001/4/12,2001,0
4200000,38376497,Red Dawn,6.4,1984/8/10,1984,90.21760468
3400000,31063038,High Anxiety,6.5,1977/12/25,1977,0
8500000,8936663,Ong Bak 2,6,2008/12/4,2008,36.40772549
8000000,426224,Fido,6.6,2006/9/7,2006,2457.839865
8000000,12671300,Bon Cop Bad Cop,6.5,2006/7/6,2006,0
8000000,18948425,Akeelah and the Bee,6.7,2006/4/28,2006,2553.913627
8000000,100523181,Little Miss Sunshine,7.5,2006/7/26,2006,1185.938652
8000000,143451,10th & Wolf,6.3,2006/2/19,2006,183.2125825
9000000,771499,Princess Kaiulani,4.8,2010/5/14,2010,681.8011963
6500000,28451622,Go,7,1999/4/9,1999,30.08529025
6500000,4217115,Detroit Rock City,6.7,1999/8/13,1999,41.02787612
7500000,3347647,The Work and the Glory,6.1,2004/11/24,2004,0
2500000,3200000,Point Blank,7.1,1967/8/30,1967,29.96000607
1650000,30500000,From Here to Eternity,7.2,1953/8/4,1953,202.6046078
4000000,92921203,Flashdance,6.1,1983/4/14,1983,2.427178084
10000000,28883511,Big Eyes,6.8,2014/12/24,2014,2509.164654
7000000,2062066,Auto Focus,6.1,2002/10/18,2002,1322.342907
8500000,4440055,Bright Star,6.8,2009/11/5,2009,171.9903713
8000000,458232,Brooklyn Rules,5.8,2007/4/30,2007,892.252179
9000000,18663238,Glee: The Concert Movie,6.8,2011/8/11,2011,2080.169338
9500000,7800000,Bad Words,6.4,2013/9/6,2013,1223.923751
10000000,52882018,Sinister 2,5.4,2015/8/19,2015,150.2268921
10000000,17472,Strangerland,5.1,2015/7/1,2015,2242.500369
10000000,7587485,While We're Young,5.8,2015/4/3,2015,6891.867555
10000000,85978266,The Second Best Exotic Marigold Hotel,6.3,2015/2/26,2015,1763.538676
10000000,10835752,Danny Collins,6.6,2015/3/19,2015,1351.804418
10000000,104303851,Insidious: Chapter 3,6.2,2015/6/4,2015,484.1122448
10000000,3727746,By the Sea,5.4,2015/11/12,2015,6934.660402
7000000,16829545,House of 1000 Corpses,6,2003/4/11,2003,0
6000000,58000000,Sliding Doors,6.5,1998/4/23,1998,589.5335667
1250000,11000000,The Lost Weekend,7.4,1945/11/25,1945,0
2000000,7600000,The Hustler,7.6,1961/9/25,1961,94.47216786
3500000,83453539,Airplane!,7.1,1980/7/2,1980,0
3000000,108981275,One Flew Over the Cuckoo's Nest,8.2,1975/11/18,1975,0
8900000,19839492,Amour,7.5,2012/7/1,2012,0
4000000,14237000,The Return of the Living Dead,7.3,1985/5/15,1985,0
10000000,64188367,The Boy,5.8,2016/1/22,2016,110.8484934
10000000,40055439,The Forest,4.8,2016/1/7,2016,0
10000000,118587880,The Purge: Election Year,6.1,2016/6/29,2016,200.0563832
7000000,29385320,Veer-Zaara,7.4,2004/11/12,2004,0
7400000,17000000,Kabhi Alvida Naa Kehna,6.1,2006/8/11,2006,41.42719978
6000000,6852450,200 Cigarettes,6.1,1999/2/26,1999,1364.250836
6000000,25059640,The Wood,7.1,1999/7/16,1999,64.73751988
6000000,4398989,Simply Irresistible,5.5,1999/2/5,1999,217.7496264
6000000,30471,The Boondock Saints,7.2,1999/1/22,1999,1346.034109
6000000,10409377,The Virgin Suicides,7.1,1999/4/21,1999,603.2417494
2000000,9250000,Lolita,7.3,1962/6/13,1962,152.5013017
2000000,13129846,To Kill a Mockingbird,8,1962/12/25,1962,301.335956
8000000,10848783,Extract,5.7,2009/9/3,2009,797.9324534
8000000,29010817,New in Town,5.2,2009/1/30,2009,2776.514073
8000000,10629321,The Boondock Saints II: All Saints Day,5.9,2009/11/24,2009,6.032687318
9000000,6108720,All Is Lost,6.6,2013/10/18,2013,848.1543315
6500000,12633747,Narc,6.8,2002/1/14,2002,322.1567189
7500000,231411584,Juno,7,2007/12/5,2007,210.7313217
2800000,86273333,Young Frankenstein,7.7,1974/12/15,1974,14.64536438
7000000,54600000,"Good Night, and Good Luck.",6.8,2005/9/16,2005,575.730842
7000000,49084830,Capote,6.8,2005/9/30,2005,600.8014933
6000000,9000000,3 Strikes,5.9,2000/3/1,2000,0
2000000,78898765,From Russia with Love,6.9,1963/10/11,1963,296.8381349
5000000,3049135,Heavenly Creatures,7,1994/9/2,1994,0
3500000,20659423,The Man from Snowy River,6.8,1982/3/2,1982,79.88163425
